"","Year","Community","Treatment","Chamber","RootMass_m2","C3RhizMass_m2","C4RhizMass_m2","RhizMass_m2","TotalBelowMass_m2"
"340",2007,"SC","C",13,264.1575488,348.1257381,31.29865923,379.4243973,643.5819461
"341",2007,"SC","E",1,434.5366858,60.36356606,119.0942722,179.4578383,613.994524
"342",2007,"SC","E",6,496.8596838,461.171897,88.72307741,549.8949744,1046.754658
"343",2007,"SC","E",9,416.2747803,122.686564,44.97549404,167.6620581,583.9368384
"344",2007,"SC","E",10,306.4159639,109.9241308,43.09443939,153.0185702,459.4345341
"345",2007,"SC","E",14,330.5561652,37.51658986,76.40478206,113.9213719,444.4775371
"346",2007,"SP","A",2,82.46595814,0,57.90774472,57.90774472,140.3737029
"347",2007,"SP","A",5,47.52275554,0,36.62831405,36.62831405,84.15106959
"348",2007,"SP","A",9,131.8828312,49.73038217,34.17249271,83.90287488,215.7857061
"349",2007,"SP","A",11,238.5151164,0,76.8881086,76.8881086,315.403225
"350",2007,"SP","A",13,127.1801946,0,39.018821,39.018821,166.1990156
"351",2007,"SP","C",3,118.1145562,0,56.53614237,56.53614237,174.6506986
"352",2007,"SP","C",6,74.87642516,0,17.84389337,17.84389337,92.72031853
"353",2007,"SP","C",7,112.5628325,0,62.5058783,62.5058783,175.0687107
"354",2007,"SP","C",12,155.4352029,0,89.41541002,89.41541002,244.8506129
"355",2007,"SP","C",15,283.4122331,219.6392555,78.14214503,297.7814005,581.1936337
"356",2007,"SP","E",1,369.0916596,223.0617299,0,223.0617299,592.1533896
"357",2007,"SP","E",4,42.16697495,0,30.81533269,30.81533269,72.98230764
"358",2007,"SP","E",8,115.0839682,0,54.85103092,54.85103092,169.9349991
"359",2007,"SP","E",10,71.12737875,0,67.23464067,67.23464067,138.3620194
"360",2007,"SP","E",14,263.5566563,122.5167466,71.29719618,193.8139428,457.3705991
"361",2008,"MX","A",2,311.7456187,16.85111452,12.76243325,29.61354777,341.3591665
"362",2008,"MX","A",6,163.6256283,198.6341453,4.99001996,203.6241653,367.2497936
"363",2008,"MX","A",9,337.1921079,0,82.30920358,82.30920358,419.5013115
"364",2008,"MX","A",12,335.0759215,103.5494456,67.9792248,171.5286704,506.6045919
"365",2008,"MX","A",15,159.6414501,50.78847541,71.16656739,121.9550428,281.5964929
"366",2008,"MX","C",3,283.0072839,35.71391249,35.75310113,71.46701362,354.4742975
"367",2008,"MX","C",5,319.1522714,115.645672,74.18409255,189.8297646,508.9820359
"368",2008,"MX","C",7,195.9431921,0,29.11715835,29.11715835,225.0603505
"369",2008,"MX","C",10,299.4403862,83.32810818,39.13638691,122.4644951,421.9048813
"370",2008,"MX","C",14,362.7822888,67.82247024,34.27699575,102.099466,464.8817548
"371",2008,"MX","E",1,282.6937748,71.74133409,0,71.74133409,354.4351088
"372",2008,"MX","E",4,234.7138184,136.3242102,66.08510727,202.4093175,437.1231359
"373",2008,"MX","E",8,215.9293977,20.10377151,22.62490725,42.72867877,258.6580765
"374",2008,"MX","E",11,335.0106071,90.27756006,147.3362176,237.6137777,572.6243847
"375",2008,"MX","E",13,287.2657826,80.63715501,94.34011558,174.9772706,462.2430532
"376",2008,"SC","A",2,185.884775,14.26466439,0,14.26466439,200.1494393
"377",2008,"SC","A",4,241.1276923,34.90401396,4.781013888,39.68502785,280.8127201
"378",2008,"SC","A",8,151.8951626,5.303529068,43.31650834,48.62003741,200.5152
"379",2008,"SC","A",12,210.5344285,14.78717957,125.1031967,139.8903763,350.4248048
"380",2008,"SC","A",15,183.1415703,8.660689093,35.58328369,44.24397279,227.3855431
"381",2008,"SC","C",3,152.5352436,2.547261498,0,2.547261498,155.0825051
"382",2008,"SC","C",5,143.1822219,9.353021705,11.41695666,20.76997837,163.9522003
"383",2008,"SC","C",7,199.4832325,0,12.93225068,12.93225068,212.4154832
"384",2008,"SC","C",11,159.0405576,6.283245028,40.20754303,46.49078806,205.5313457
"385",2008,"SC","C",13,227.4377946,90.9568298,23.50012018,114.45695,341.8947445
"386",2008,"SC","E",1,249.1613631,124.7113104,13.5592689,138.2705793,387.4319424
"387",2008,"SC","E",6,326.5327983,61.23877899,40.25979455,101.4985735,428.0313718
"388",2008,"SC","E",9,255.7450544,15.04843716,114.4700129,129.51845,385.2635044
"389",2008,"SC","E",10,360.8489827,197.9679385,30.07074856,228.038687,588.8876697
"390",2008,"SC","E",14,247.8420123,70.78774388,11.88722032,82.67496421,330.5169765
"391",2008,"SP","A",2,113.3204795,0,64.36080718,64.36080718,177.6812866
"392",2008,"SP","A",5,61.21265323,0,38.3787399,38.3787399,99.59139313
"393",2008,"SP","A",9,152.7834384,62.16624343,41.14807035,103.3143138,256.0977521
"394",2008,"SP","A",11,188.8369857,16.23715919,56.67983405,72.91699324,261.753979
"395",2008,"SP","A",13,95.71171793,0,80.92453836,80.92453836,176.6362563
"396",2008,"SP","C",3,99.2256325,0,22.24608375,22.24608375,121.4717163
"397",2008,"SP","C",6,94.94100804,0,19.11099267,19.11099267,114.0520007
"398",2008,"SP","C",7,148.5380025,18.69298053,88.56632285,107.2593034,255.7973059
"399",2008,"SP","C",12,118.4803169,42.78093029,22.21995799,65.00088828,183.4812051
"400",2008,"SP","C",15,248.1424585,37.12470347,86.89427428,124.0189778,372.1614363
"401",2008,"SP","E",1,347.2374622,41.84040296,0,41.84040296,389.0778652
"402",2008,"SP","E",4,105.9138268,0,102.1517175,102.1517175,208.0655443
"403",2008,"SP","E",8,145.7033577,0,35.9621072,35.9621072,181.6654649
"404",2008,"SP","E",10,172.6259523,0,70.40892038,70.40892038,243.0348727
"405",2008,"SP","E",14,223.7409997,0,173.0309015,173.0309015,396.7719012
"406",2009,"MX","A",2,112.8632787,18.28803127,24.42758462,42.71561589,155.5788946
"407",2009,"MX","A",6,192.8081011,74.06652663,32.78782749,106.8543541,299.6624552
"408",2009,"MX","A",9,324.612555,0,64.00810944,64.00810944,388.6206644
"409",2009,"MX","A",12,221.5464359,73.93589784,73.15212507,147.0880229,368.6344588
"410",2009,"MX","A",15,78.63853445,171.2543499,10.97281876,182.2271687,260.8657031
"411",2009,"MX","C",3,247.9334525,24.16632703,48.07139647,72.23772351,320.171176
"412",2009,"MX","C",5,204.956579,12.93225068,36.70669133,49.63894201,254.595521
"413",2009,"MX","C",7,182.0965399,75.24218579,28.21581967,103.4580055,285.5545454
"414",2009,"MX","C",10,110.120074,11.88722032,41.53995674,53.42717706,163.547251
"415",2009,"MX","C",14,277.4555601,304.234463,255.7711802,560.0056432,837.4612032
"416",2009,"MX","E",1,224.1590118,95.09776259,38.79675205,133.8945146,358.0535265
"417",2009,"MX","E",4,237.4831489,158.0608417,103.8498918,261.9107335,499.3938824
"418",2009,"MX","E",8,180.5289944,95.22839138,13.06287948,108.2912709,288.8202652
"419",2009,"MX","E",11,131.5431963,31.87342592,33.31034267,65.18376859,196.7269649
"420",2009,"MX","E",13,180.137108,157.4076977,25.73387257,183.1415703,363.2786782
"421",2009,"SC","A",2,172.2993803,41.67058553,48.98579804,90.65638357,262.9557639
"422",2009,"SC","A",4,204.956579,54.21094983,56.43163934,110.6425892,315.5991682
"423",2009,"SC","A",8,186.0154037,0,53.68843465,53.68843465,239.7038384
"424",2009,"SC","A",12,216.4519129,35.40040338,80.20607999,115.6064834,332.0583963
"425",2009,"SC","A",15,201.9521167,79.8141936,43.63001745,123.4442111,325.3963278
"426",2009,"SC","C",3,122.3991807,71.06206435,0,71.06206435,193.461245
"427",2009,"SC","C",5,91.57078513,0,6.792697328,6.792697328,98.36348246
"428",2009,"SC","C",7,164.0697662,21.16186475,10.58093238,31.74279713,195.8125634
"429",2009,"SC","C",11,158.1914705,48.85516924,13.97728104,62.83245028,221.0239207
"430",2009,"SC","C",13,129.7143932,0,3.788235048,3.788235048,133.5026283
"431",2009,"SC","E",1,185.231631,66.62068533,20.50872078,87.12940611,272.3610371
"432",2009,"SC","E",6,236.5687473,122.3991807,11.23407635,133.633257,370.2020044
"433",2009,"SC","E",9,184.3172294,8.882758044,0,8.882758044,193.1999875
"434",2009,"SC","E",10,302.6669175,154.011349,42.3237295,196.3350785,499.001996
"435",2009,"SC","E",14,286.3383181,242.9695583,21.03123596,264.0007942,550.3391124
"436",2009,"SP","A",2,82.4267695,0,32.13468351,32.13468351,114.561453
"437",2009,"SP","A",5,90.91764116,0,47.02636612,47.02636612,137.9440073
"438",2009,"SP","A",9,139.380924,0,11.62596273,11.62596273,151.0068868
"439",2009,"SP","A",11,137.9440073,0,150.7456292,150.7456292,288.6896364
"440",2009,"SP","A",13,50.0308284,0,0.783772769,0.783772769,50.81460116
"441",2009,"SP","C",3,143.5610454,0,77.07098891,77.07098891,220.6320344
"442",2009,"SP","C",6,68.05760207,10.45030358,119.5253472,129.9756508,198.0332529
"443",2009,"SP","C",7,101.2373159,0,74.9809282,74.9809282,176.2182441
"444",2009,"SP","C",12,92.74644428,0,121.7460367,121.7460367,214.492481
"445",2009,"SP","C",15,188.4973508,53.03529068,54.8640938,107.8993845,296.3967353
"446",2009,"SP","E",1,214.1005946,0,8.621500455,8.621500455,222.7220951
"447",2009,"SP","E",4,61.52616234,0,18.67991765,18.67991765,80.20607999
"448",2009,"SP","E",8,41.67058553,0,24.68884221,24.68884221,66.35942774
"449",2009,"SP","E",10,130.7594236,0,3.657606253,3.657606253,134.4170298
"450",2009,"SP","E",14,232.3886259,16.06734176,47.67951009,63.74685185,296.1354777
"451",2010,"MX","A",2,142.3853863,101.8904599,64.00810944,165.8985694,308.2839556
"452",2010,"MX","A",6,137.1602345,41.80121433,74.45841302,116.2596273,253.4198618
"453",2010,"MX","A",9,167.2048573,0,131.9350827,131.9350827,299.13994
"454",2010,"MX","A",12,189.4117524,150.223114,143.6916742,293.9147882,483.3265406
"455",2010,"MX","A",15,112.3407635,193.3306163,64.00810944,257.3387257,369.6794892
"456",2010,"MX","C",3,201.1683439,26.12575895,83.60242865,109.7281876,310.8965315
"457",2010,"MX","C",5,125.403643,0,19.59431921,19.59431921,144.9979622
"458",2010,"MX","C",7,116.2596273,0,92.74644428,92.74644428,209.0060716
"459",2010,"MX","C",10,165.8985694,0,91.44015634,91.44015634,257.3387257
"460",2010,"MX","C",14,150.223114,49.63894201,35.26977459,84.9087166,235.1318306
"461",2010,"MX","E",1,97.97159607,116.2596273,64.00810944,180.2677368,278.2393329
"462",2010,"MX","E",4,155.4482658,220.7626632,19.59431921,240.3569824,395.8052481
"463",2010,"MX","E",8,118.8722032,14.36916742,57.4766697,71.84583712,190.7180404
"464",2010,"MX","E",11,169.8174332,117.5659153,60.08924559,177.6551609,347.4725941
"465",2010,"MX","E",13,212.9249355,160.6734176,40.49492638,201.1683439,414.0932794
"466",2010,"SC","A",2,139.7728104,99.27788402,15.67545537,114.9533394,254.7261498
"467",2010,"SC","A",4,143.6916742,7.837727686,16.98174332,24.81947101,168.5111452
"468",2010,"SC","A",8,87.52129249,129.3225068,7.837727686,137.1602345,224.681527
"469",2010,"SC","A",12,111.0344756,0,37.88235048,37.88235048,148.916826
"470",2010,"SC","A",15,188.1054645,122.7910671,36.57606253,159.3671296,347.4725941
"471",2010,"SC","C",3,37.88235048,14.36916742,1.306287948,15.67545537,53.55780585
"472",2010,"SC","C",5,75.76470096,0,0,0,75.76470096
"473",2010,"SC","C",7,108.4218997,43.10750227,36.57606253,79.68356481,188.1054645
"474",2010,"SC","C",11,82.2961407,20.90060716,1.306287948,22.20689511,104.5030358
"475",2010,"SC","C",13,87.52129249,13.06287948,1.306287948,14.36916742,101.8904599
"476",2010,"SC","E",1,108.4218997,92.74644428,178.9614488,271.7078931,380.1297928
"477",2010,"SC","E",6,125.403643,129.3225068,35.26977459,164.5922814,289.9959244
"478",2010,"SC","E",9,146.3042501,321.3468351,32.65719869,354.0040338,500.308284
"479",2010,"SC","E",10,144.9979622,116.2596273,65.31439738,181.5740247,326.5719869
"480",2010,"SC","E",14,214.2312234,407.5618397,30.0446228,437.6064625,651.8376859
"481",2010,"SP","A",2,82.2961407,0,58.78295764,58.78295764,141.0790983
"482",2010,"SP","A",5,53.55780585,0,75.76470096,75.76470096,129.3225068
"483",2010,"SP","A",9,78.37727686,3.918863843,64.00810944,67.92697328,146.3042501
"484",2010,"SP","A",11,103.1967479,14.36916742,77.07098891,91.44015634,194.6369042
"485",2010,"SP","A",13,88.82758044,0,71.84583712,71.84583712,160.6734176
"486",2010,"SP","C",3,109.7281876,0,33.96348664,33.96348664,143.6916742
"487",2010,"SP","C",6,75.76470096,0,54.8640938,54.8640938,130.6287948
"488",2010,"SP","C",7,71.84583712,0,92.74644428,92.74644428,164.5922814
"489",2010,"SP","C",12,105.8093238,50.94522996,87.52129249,138.4665225,244.2758462
"490",2010,"SP","C",15,126.7099309,69.23326123,19.59431921,88.82758044,215.5375114
"491",2010,"SP","E",1,83.60242865,0,10.45030358,10.45030358,94.05273223
"492",2010,"SP","E",4,53.55780585,0,19.59431921,19.59431921,73.15212507
"493",2010,"SP","E",8,158.0608417,0,117.5659153,117.5659153,275.626757
"494",2010,"SP","E",10,50.94522996,0,13.06287948,13.06287948,64.00810944
"495",2010,"SP","E",14,146.3042501,0,44.41379022,44.41379022,190.7180404
"496",2011,"MX","A",2,73.54401145,215.5375114,13.84665225,229.3841636,302.9281751
"497",2011,"MX","A",6,80.72859517,85.56186057,40.62555517,126.1874157,206.9160109
"498",2011,"MX","A",9,99.53914161,0,29.39147882,29.39147882,128.9306204
"499",2011,"MX","A",12,97.71033849,254.8567786,30.17525159,285.0320302,382.7423687
"500",2011,"MX","A",15,117.1740289,100.7148008,49.24705563,149.9618564,267.1358853
"501",2011,"MX","C",3,89.48072442,100.3229144,10.97281876,111.2957331,200.7764576
"502",2011,"MX","C",5,131.2819387,437.6064625,85.43123178,523.0376942,654.319633
"503",2011,"MX","C",7,117.3046577,509.7135572,12.80162189,522.5151791,639.8198368
"504",2011,"MX","C",10,78.37727686,171.3849787,105.2868086,276.6717873,355.0490642
"505",2011,"MX","C",14,103.9805206,62.72794725,34.61663061,97.34457786,201.3250985
"506",2011,"MX","E",1,125.403643,263.6089078,0,263.6089078,389.0125508
"507",2011,"MX","E",4,84.64745901,271.0547491,0,271.0547491,355.7022081
"508",2011,"MX","E",8,100.3229144,87.2600349,11.88722032,99.14725523,199.4701696
"509",2011,"MX","E",11,51.46774514,99.931028,69.10263243,169.0336604,220.5014056
"510",2011,"MX","E",13,145.3898486,444.5297886,78.89979204,523.4295806,668.8194292
"511",2011,"SC","A",2,84.25557262,79.55293601,3.657606253,83.21054227,167.4661149
"512",2011,"SC","A",4,93.92210344,54.73346501,5.355780585,60.08924559,154.011349
"513",2011,"SC","A",8,43.76064625,0,7.445841302,7.445841302,51.20648755
"514",2011,"SC","A",12,44.28316143,112.3407635,10.84218997,123.1829535,167.4661149
"515",2011,"SC","A",15,62.17930631,105.678695,10.71156117,116.3902561,178.5695624
"516",2011,"SC","C",3,35.40040338,0,0,0,35.40040338
"517",2011,"SC","C",5,77.07098891,238.0056641,9.666530813,247.6721949,324.7431838
"518",2011,"SC","C",7,89.8726108,0,12.93225068,12.93225068,102.8048615
"519",2011,"SC","C",11,69.23326123,102.0210887,0,102.0210887,171.2543499
"520",2011,"SC","C",13,28.73833485,0,0,0,28.73833485
"521",2011,"SC","E",1,59.827988,115.7371122,3.265719869,119.002832,178.83082
"522",2011,"SC","E",6,127.7549613,158.3220993,11.10344756,169.4255468,297.1805081
"523",2011,"SC","E",9,61.65679113,28.86896364,0,28.86896364,90.52575477
"524",2011,"SC","E",10,136.3764617,86.34563334,38.66612325,125.0117566,261.3882183
"525",2011,"SC","E",14,80.20607999,11.36470514,0,11.36470514,91.57078513
"526",2011,"SP","A",2,51.07585875,0,26.77890293,26.77890293,77.85476168
"527",2011,"SP","A",5,51.33711634,0,20.63934957,20.63934957,71.97646592
"528",2011,"SP","A",9,71.19269315,64.13873823,7.053954917,71.19269315,142.3853863
"529",2011,"SP","A",11,40.75618397,35.53103218,51.59837393,87.12940611,127.8855901
"530",2011,"SP","A",13,69.36389002,0,42.58498709,42.58498709,111.9488771
"531",2011,"SP","C",3,163.6778798,657.8466104,11.62596273,669.4725732,833.150453
"532",2011,"SP","C",6,53.16591947,0,16.98174332,16.98174332,70.14766279
"533",2011,"SP","C",7,40.62555517,27.17078931,22.99066788,50.16145719,90.78701236
"534",2011,"SP","C",12,80.85922396,66.62068533,0,66.62068533,147.4799093
"535",2011,"SP","C",15,108.9444148,88.30506526,60.08924559,148.3943109,257.3387257
"536",2011,"SP","E",1,226.6409589,88.17443647,41.93184312,130.1062796,356.7472385
"537",2011,"SP","E",4,37.88235048,0,12.27910671,12.27910671,50.16145719
"538",2011,"SP","E",8,32.78782749,0,33.57160025,33.57160025,66.35942774
"539",2011,"SP","E",10,17.11237211,0,6.662068533,6.662068533,23.77444065
"540",2011,"SP","E",14,96.14279295,0,51.07585875,51.07585875,147.2186517
"541",2012,"MX","A",2,69.23326123,103.5886342,24.29695583,127.8855901,197.1188513
"542",2012,"MX","A",6,135.592689,179.3533352,59.69735921,239.0506944,374.6433834
"543",2012,"MX","A",9,94.18336103,0,62.96307908,62.96307908,157.1464401
"544",2012,"MX","A",12,175.3038426,231.0823379,27.5626757,258.6450136,433.9488562
"545",2012,"MX","A",15,92.61581549,88.17443647,14.63042501,102.8048615,195.420677
"546",2012,"MX","C",3,95.35902018,163.9391374,8.882758044,172.8218955,268.1809157
"547",2012,"MX","C",5,94.836505,29.26085003,90.13386839,119.3947184,214.2312234
"548",2012,"MX","C",7,121.7460367,305.540751,110.5119604,416.0527113,537.7987481
"549",2012,"MX","C",10,108.6831572,101.6292023,97.84096728,199.4701696,308.1533269
"550",2012,"MX","C",14,53.55780585,101.3679447,61.39553354,162.7634783,216.3212841
"551",2012,"MX","E",1,135.8539466,163.8085086,4.963894201,168.7724028,304.6263494
"552",2012,"MX","E",4,139.6421816,177.7857897,60.61176077,238.3975504,378.0397321
"553",2012,"MX","E",8,128.1468477,73.67464025,24.9500998,98.62474005,226.7715877
"554",2012,"MX","E",11,91.70141393,59.17484403,44.41379022,103.5886342,195.2900482
"555",2012,"MX","E",13,66.75131413,98.23285366,5.225151791,103.4580055,170.2093196
"556",2012,"SC","A",2,70.80080676,184.4478582,19.20243283,203.650291,274.4510978
"557",2012,"SC","A",4,80.07545119,0,38.01297928,38.01297928,118.0884305
"558",2012,"SC","A",8,37.88235048,25.47261498,0,25.47261498,63.35496546
"559",2012,"SC","A",12,71.97646592,0,59.17484403,59.17484403,131.1513099
"560",2012,"SC","A",15,149.5307814,180.5289944,8.882758044,189.4117524,338.9425338
"561",2012,"SC","C",3,69.62514761,0,1.959431921,1.959431921,71.58457953
"562",2012,"SC","C",5,38.27423687,31.08965315,3.513914579,34.60356773,72.8778046
"563",2012,"SC","C",7,56.69289693,56.03975295,5.643163934,61.68291689,118.3758138
"564",2012,"SC","C",11,93.79147464,118.6109456,9.013386839,127.6243325,221.4158071
"565",2012,"SC","C",13,82.4267695,50.42271478,23.38255426,73.80526904,156.2320385
"566",2012,"SC","E",1,133.3719995,282.0275679,38.66612325,320.6936912,454.0656906
"567",2012,"SC","E",6,58.65232885,44.54441902,4.572007817,49.11642683,107.7687557
"568",2012,"SC","E",9,40.36429758,7.576470096,36.70669133,44.28316143,84.64745901
"569",2012,"SC","E",10,138.9890376,220.240148,12.5403643,232.7805123,371.7695499
"570",2012,"SC","E",14,54.45914454,61.13427595,31.22028195,92.3545579,146.8137024
"571",2012,"SP","A",2,66.35942774,0,23.25192547,23.25192547,89.61135321
"572",2012,"SP","A",5,63.09370787,0,103.719263,103.719263,166.8129709
"573",2012,"SP","A",9,106.2012101,183.2721991,7.053954917,190.326154,296.5273641
"574",2012,"SP","A",11,110.6425892,0,69.36389002,69.36389002,180.0064792
"575",2012,"SP","A",13,38.27423687,0,43.23813107,43.23813107,81.51236793
"576",2012,"SP","C",3,73.41338266,47.5488813,67.53508689,115.0839682,188.4973508
"577",2012,"SP","C",6,63.61622305,73.41338266,27.5626757,100.9760584,164.5922814
"578",2012,"SP","C",7,78.50790565,19.9862056,69.10263243,89.08883803,167.5967437
"579",2012,"SP","C",12,127.3630749,94.31398982,63.22433667,157.5383265,284.9014014
"580",2012,"SP","C",15,87.91317888,79.55293601,36.70669133,116.2596273,204.1728062
"581",2012,"SP","E",1,283.5951134,1052.828897,21.42312234,1074.25202,1357.847133
"582",2012,"SP","E",4,62.3099351,0,78.37727686,78.37727686,140.687212
"583",2012,"SP","E",8,66.35942774,0,110.3813316,110.3813316,176.7407593
"584",2012,"SP","E",10,63.87748064,0,64.39999582,64.39999582,128.2774765
"585",2012,"SP","E",14,62.96307908,0,38.01297928,38.01297928,100.9760584
"586",2013,"MX","A",2,91.29646466,288.9639569,0,288.9639569,380.2604216
"587",2013,"MX","A",6,82.77946724,288.193247,22.16770647,310.3609535,393.1404207
"588",2013,"MX","A",9,95.31983154,152.7573126,118.5586941,271.3160067,366.6358383
"589",2013,"MX","A",12,67.60040129,73.07374779,51.59837393,124.6721217,192.272523
"590",2013,"MX","A",15,185.558203,431.6628523,95.58108913,527.2439414,712.8021444
"591",2013,"MX","C",3,119.3555298,331.4705667,101.7859569,433.2565236,552.6120534
"592",2013,"MX","C",5,107.9777618,142.0196257,43.82596064,185.8455863,293.8233481
"593",2013,"MX","C",7,110.6034005,172.7827068,50.80153828,223.5842451,334.1876457
"594",2013,"MX","C",10,112.4844552,305.1488646,61.14733883,366.2962034,478.7806586
"595",2013,"MX","C",14,206.7070048,114.7312704,157.1464401,271.8777105,478.5847154
"596",2013,"MX","E",1,136.2588958,173.8016114,57.54198409,231.3435955,367.6024914
"597",2013,"MX","E",4,111.4394248,257.7306121,11.91334608,269.6439582,381.083383
"598",2013,"MX","E",8,112.0533802,120.0086738,30.34506902,150.3537428,262.4071229
"599",2013,"MX","E",11,78.40340262,0,78.24664807,78.24664807,156.6500507
"600",2013,"MX","E",13,98.07609911,34.17249271,194.114389,228.2868817,326.3629808
"601",2013,"SC","A",2,71.4800765,0,20.69160109,20.69160109,92.17167759
"602",2013,"SC","A",4,88.2789395,95.80315808,76.73135405,172.5345121,260.8134516
"603",2013,"SC","A",8,119.8519192,273.889394,13.14125675,287.0306507,406.8825699
"604",2013,"SC","A",12,124.7896876,167.0611656,36.57606253,203.6372282,328.4269158
"605",2013,"SC","A",15,227.5684234,575.9162304,35.60940945,611.5256398,839.0940632
"606",2013,"SC","C",3,23.64381185,0,15.58401522,15.58401522,39.22782707
"607",2013,"SC","C",5,33.58466313,14.47367046,31.46847666,45.94214712,79.52681025
"608",2013,"SC","C",7,61.68291689,0,90.09467975,90.09467975,151.7775966
"609",2013,"SC","C",11,93.73922312,0,50.71009813,50.71009813,144.4493213
"610",2013,"SC","C",13,82.02182023,51.07585875,49.29930714,100.3751659,182.3969861
"611",2013,"SC","E",1,116.8997084,209.0452603,5.74766697,214.7929272,331.6926357
"612",2013,"SC","E",6,115.4758546,432.7340084,52.40827246,485.1422809,600.6181355
"613",2013,"SC","E",9,115.4105402,196.5440846,2.063934957,198.6080196,314.0185597
"614",2013,"SC","E",10,64.11261247,0,0,0,64.11261247
"615",2013,"SC","E",14,62.8847018,247.8158866,27.41898402,275.2348706,338.1195724
"616",2013,"SP","A",2,47.97995632,0,81.72137401,81.72137401,129.7013303
"617",2013,"SP","A",5,34.21168135,0,93.08607915,93.08607915,127.2977605
"618",2013,"SP","A",9,210.8479376,406.660501,2.978336521,409.6388375,620.4867751
"619",2013,"SP","A",11,69.03731803,6.387748064,135.0179223,141.4056703,210.4429884
"620",2013,"SP","A",13,42.15391207,0,123.9406005,123.9406005,166.0945125
"621",2013,"SP","C",3,115.5019803,156.728428,140.5173945,297.2458225,412.7478028
"622",2013,"SP","C",6,66.20267319,71.42782498,95.12388835,166.5517133,232.7543865
"623",2013,"SP","C",7,79.93175952,79.09573523,58.22125383,137.3169891,217.2487486
"624",2013,"SP","C",12,100.9891212,0,32.93151916,32.93151916,133.9206404
"625",2013,"SP","C",15,87.03796595,84.24250974,96.73062252,180.9731323,268.0110982
"626",2013,"SP","E",1,190.0387706,34.29005863,20.50872078,54.7987794,244.83755
"627",2013,"SP","E",4,26.77890293,0,38.53549446,38.53549446,65.31439738
"628",2013,"SP","E",8,53.06141643,0,77.03180027,77.03180027,130.0932167
"629",2013,"SP","E",10,62.76713589,2.690953172,55.83074688,58.52170006,121.2888359
"630",2013,"SP","E",14,57.52892122,20.8744814,41.29176203,62.16624343,119.6951646
"631",2014,"MX","A",2,80.07545119,7.315212507,6.531439738,13.84665225,93.92210344
"632",2014,"MX","A",6,87.91317888,126.1874157,13.58539466,139.7728104,227.6859893
"633",2014,"MX","A",9,87.12940611,36.05354736,175.8263578,211.8799051,299.0093112
"634",2014,"MX","A",12,26.51764534,0.391886384,0,0.391886384,26.90953172
"635",2014,"MX","A",15,112.3407635,78.89979204,47.94076768,126.8405597,239.1813232
"636",2014,"MX","C",3,86.73751972,120.8316352,77.85476168,198.6863968,285.4239166
"637",2014,"MX","C",5,129.7143932,148.0024245,3.00446228,151.0068868,280.72128
"638",2014,"MX","C",7,96.14279295,316.9054561,13.32413707,330.2295932,426.3723861
"639",2014,"MX","C",10,88.69695165,344.2068742,34.35537302,378.5622472,467.2591989
"640",2014,"MX","C",14,40.88681276,0,60.21987439,60.21987439,101.1066871
"641",2014,"MX","E",1,143.0385303,223.3752391,3.657606253,227.0328453,370.0713756
"642",2014,"MX","E",4,129.191878,157.9302129,0,157.9302129,287.1220909
"643",2014,"MX","E",8,85.69248937,54.73346501,0.391886384,55.12535139,140.8178408
"644",2014,"MX","E",11,66.49005654,259.1675288,3.265719869,262.4332487,328.9233052
"645",2014,"MX","E",13,60.21987439,155.0563794,12.01784912,167.0742285,227.2941029
"646",2014,"SC","A",2,25.73387257,0,0,0,25.73387257
"647",2014,"SC","A",4,57.99918488,63.61622305,6.139553354,69.75577641,127.7549613
"648",2014,"SC","A",8,28.47707726,5.74766697,5.617038175,11.36470514,39.8417824
"649",2014,"SC","A",12,88.30506526,0,26.90953172,26.90953172,115.214597
"650",2014,"SC","A",15,77.59350409,179.6145928,0,179.6145928,257.2080969
"651",2014,"SC","C",3,27.69330449,48.33265406,0,48.33265406,76.02595855
"652",2014,"SC","C",5,67.01257172,245.059619,0.26125759,245.3208766,312.3334483
"653",2014,"SC","C",7,36.70669133,11.49533394,0,11.49533394,48.20202527
"654",2014,"SC","C",11,113.5164227,67.79634448,6.139553354,73.93589784,187.4523205
"655",2014,"SC","C",13,68.71074605,0,17.76551609,17.76551609,86.47626214
"656",2014,"SC","E",1,99.27788402,92.22392911,0,92.22392911,191.5018131
"657",2014,"SC","E",6,53.42717706,9.405273223,2.220689511,11.62596273,65.05313979
"658",2014,"SC","E",9,76.15658735,23.12129667,0,23.12129667,99.27788402
"659",2014,"SC","E",10,68.97200364,4.833265406,25.47261498,30.30588039,99.27788402
"660",2014,"SC","E",14,62.17930631,0,0,0,62.17930631
"661",2014,"SP","A",2,53.16591947,0,71.97646592,71.97646592,125.1423854
"662",2014,"SP","A",5,88.95820924,0,143.1691591,143.1691591,232.1273683
"663",2014,"SP","A",9,164.853539,186.7991765,23.77444065,210.5736172,375.4271562
"664",2014,"SP","A",11,101.1066871,64.39999582,57.21541211,121.6154079,222.7220951
"665",2014,"SP","A",13,81.12048155,283.3338558,29.78336521,313.1172211,394.2377026
"666",2014,"SP","C",3,118.4803169,145.781735,138.8584088,284.6401438,403.1204606
"667",2014,"SP","C",6,51.59837393,34.74725941,15.93671296,50.68397237,102.2823463
"668",2014,"SP","C",7,46.63447973,58.39107126,79.03042083,137.4214921,184.0559718
"669",2014,"SP","C",12,89.61135321,167.0742285,22.59878149,189.67301,279.2843632
