loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
Volt_AM5(9),volt_am59,plot,630_5cm_ref1_5,y,mv,redox3,number,,NA,tableambient
Volt_AM5(10),volt_am510,plot,630_20cm_ref1_5,y,mv,redox3,number,,NA,tableambient
Volt_AM5(11),volt_am511,plot,630_5cm_ref1_6,y,mv,redox3,number,,NA,tableambient
Volt_AM5(12),volt_am512,plot,630_20cm_ref1_6,y,mv,redox3,number,,NA,tableambient
Volt_AM6(1),volt_am61,plot,630_5cm_ref2_1,y,mv,redox3,number,,NA,tableambient
Volt_AM6(2),volt_am62,plot,630_20cm_ref2_1,y,mv,redox3,number,,NA,tableambient
Volt_AM6(3),volt_am63,plot,630_5cm_ref2_2,y,mv,redox3,number,,NA,tableambient
Volt_AM6(4),volt_am64,plot,630_20cm_ref2_2,y,mv,redox3,number,,NA,tableambient
Volt_AM6(5),volt_am65,plot,630_5cm_ref2_3,y,mv,redox3,number,,NA,tableambient
Volt_AM6(6),volt_am66,plot,630_20cm_ref2_3,y,mv,redox3,number,,NA,tableambient
Volt_AM6(7),volt_am67,plot,630_5cm_ref2_4,y,mv,redox3,number,,NA,tableambient
Volt_AM6(8),volt_am68,plot,630_20cm_ref2_4,y,mv,redox3,number,,NA,tableambient
Volt_AM6(9),volt_am69,plot,630_5cm_ref2_5,y,mv,redox3,number,,NA,tableambient
Volt_AM6(10),volt_am610,plot,630_20cm_ref2_5,y,mv,redox3,number,,NA,tableambient
Volt_AM6(11),volt_am611,plot,630_5cm_ref2_6,y,mv,redox3,number,,NA,tableambient
Volt_AM6(12),volt_am612,plot,630_20cm_ref2_6,y,mv,redox3,number,,NA,tableambient
Volt_AM7(1),volt_am71,plot,330_5cm_ref1_1,y,mv,redox3,number,,NA,tableambient
Volt_AM7(2),volt_am72,plot,330_20cm_ref1_1,y,mv,redox3,number,,NA,tableambient
Volt_AM7(3),volt_am73,plot,330_5cm_ref1_2,y,mv,redox3,number,,NA,tableambient
Volt_AM7(4),volt_am74,plot,330_20cm_ref1_2,y,mv,redox3,number,,NA,tableambient
Volt_AM7(5),volt_am75,plot,330_5cm_ref1_3,y,mv,redox3,number,,NA,tableambient
Volt_AM7(6),volt_am76,plot,330_20cm_ref1_3,y,mv,redox3,number,,NA,tableambient
Volt_AM7(7),volt_am77,plot,330_5cm_ref1_4,y,mv,redox3,number,,NA,tableambient
Volt_AM7(8),volt_am78,plot,330_20cm_ref1_4,y,mv,redox3,number,,NA,tableambient
Volt_AM7(9),volt_am79,plot,330_5cm_ref1_5,y,mv,redox3,number,,NA,tableambient
Volt_AM7(10),volt_am710,plot,330_20cm_ref1_5,y,mv,redox3,number,,NA,tableambient
Volt_AM7(11),volt_am711,plot,330_5cm_ref1_6,y,mv,redox3,number,,NA,tableambient
Volt_AM7(12),volt_am712,plot,330_20cm_ref1_6,y,mv,redox3,number,,NA,tableambient
Volt_AM8(1),volt_am81,plot,330_5cm_ref2_1,y,mv,redox3,number,,NA,tableambient
Volt_AM8(2),volt_am82,plot,330_20cm_ref2_1,y,mv,redox3,number,,NA,tableambient
Volt_AM8(3),volt_am83,plot,330_5cm_ref2_2,y,mv,redox3,number,,NA,tableambient
Volt_AM8(4),volt_am84,plot,330_20cm_ref2_2,y,mv,redox3,number,,NA,tableambient
Volt_AM8(5),volt_am85,plot,330_5cm_ref2_3,y,mv,redox3,number,,NA,tableambient
Volt_AM8(6),volt_am86,plot,330_20cm_ref2_3,y,mv,redox3,number,,NA,tableambient
Volt_AM8(7),volt_am87,plot,330_5cm_ref2_4,y,mv,redox3,number,,NA,tableambient
Volt_AM8(8),volt_am88,plot,330_20cm_ref2_4,y,mv,redox3,number,,NA,tableambient
Volt_AM8(9),volt_am89,plot,330_5cm_ref2_5,y,mv,redox3,number,,NA,tableambient
Volt_AM8(10),volt_am810,plot,330_20cm_ref2_5,y,mv,redox3,number,,NA,tableambient
Volt_AM8(11),volt_am811,plot,330_5cm_ref2_6,y,mv,redox3,number,,NA,tableambient
Volt_AM8(12),volt_am812,plot,330_20cm_ref2_6,y,mv,redox3,number,,NA,tableambient
Logger,logger,site,logger,n,logger,redox3,character,,NA,tableambient
Program,program,site,logger,n,program,redox3,character,,NA,tableambient
Table,table,site,logger,n,table,redox3,character,,NA,tableambient
rowid,rowid,key,logger,key,rowid,redox3,character,,NA,tableambient
time2,time2,key,logger,key,time2,redox3,number,,NA,tableambient
