"Year","Chamber","CO2","Nitrogen","Treatment","RootMass_m2","CoarseRootMass_m2","C3RhizMass_m2","C4RhizMass_m2","TotalBelowMass_m2","RootLitterMass_m2"
2024,15,1,1,4,40.62555517,-99,445.457253,0,486.0828082,-99
2024,16,0,0,1,38.40486566,-99,135.6710662,0,174.0759319,-99
2024,17,0,0,1,10.71156117,-99,38.27423687,0,48.98579804,-99
2024,18,1,1,4,7.053954917,-99,168.537271,0,175.5912259,-99
2024,19,1,0,3,34.99545412,-99,622.9425965,0,657.9380506,-99
2024,20,0,1,2,5.00308284,-99,149.8442905,8.281865588,163.1292389,-99
2025,1,1,1,4,26.2563877480641,-99,12.8016218871158,0,39.0580096351799,-99
2025,2,0,0,1,14.1079098347807,-99,2.48194710056327,0,16.589856935344,-99
2025,3,1,0,3,38.7967520456469,-99,0,0,38.7967520456469,-99
2025,4,0,1,2,11.1034475551515,-99,0.130628794766488,1.56754553719786,12.8016218871158,-99
2025,5,1,1,4,10.1890459917861,-99,81.2511103447555,0,91.4401563365416,-99
2025,6,0,0,1,41.2786991462102,-99,0,0,41.2786991462102,-99
2025,7,0,0,1,20.1168343940391,-99,57.2154121077217,0,77.3322465017609,-99
2025,8,1,0,3,12.0178491185169,-99,41.2786991462102,0,53.2965482647271,-99
2025,9,1,0,3,10.972818760385,-99,24.2969558265668,0,35.2697745869517,-99
2025,10,0,1,2,2.61257589532976,-99,16.4592281405775,0,19.0718040359072,-99
2025,11,0,1,2,54.9947225966914,-99,12.4097355028164,4.57200781682708,71.9764659163349,-99
2025,12,1,1,4,21.2924935469375,-99,54.7334650071585,0,76.025958554096,-99
2025,13,1,0,3,32.0040547177896,-99,120.439748774702,0.261257589532976,152.705061082024,-99
2025,14,0,1,2,6.40081094355791,-99,62.9630790774472,0,69.3638900210051,-99
2025,15,1,1,4,24.4275846213332,-99,0,0,24.4275846213332,-99
2025,16,0,0,1,12.1484779132834,-99,0,0,12.1484779132834,-99
2025,17,0,0,1,11.6259627342174,-99,0.914401563365416,0,12.5403642975828,-99
2025,18,1,1,4,5.22515179065952,-99,4.83326540636005,0,10.0584171970196,-99
2025,19,1,0,3,56.8235257234223,-99,127.363074897326,0,184.186600620748,-99
2025,20,0,1,2,35.2697745869517,-99,117.435286495073,0,152.705061082024,-99
