Year,Chamber,Total_Height,Green_Height,Width,Flower_Cut
2025,Ref6,85,81,2.9,N
2025,Ref6,87,86,3,N
2025,Ref6,124,121,4.2,N
2025,Ref6,126,125,5.1,N
2025,Ref6,120,119,3.6,F
2025,Ref6,125,122,3.3,N
2025,Ref6,88,87,3.1,N
2025,Ref7,95,93,3.7,F
2025,Ref7,106,103,3.9,F
2025,Ref7,118,112,4,F
2025,Ref7,113,103,4.2,N
2025,Ref7,103,102,3.9,N
2025,Ref7,97,95,2.9,N
2025,Ref7,98,92,4,F
2025,Ref7,113,107,4.1,F
2025,Ref7,87,86,3.5,N
2025,Ref7,52,52,3,N
2025,Ref7,116,99,4.1,F
2025,Ref7,126,122,4.6,F
2025,Ref7,126,124,4.2,F
2025,Ref7,74,74,2.9,C
2025,Ref7,95,93,3.9,N
2025,Ref7,81,75,3.5,N
2025,Ref7,138,136,3.7,N
2025,Ref7,89,46,3,N
2025,Ref7,105,100,3.1,N
2025,Ref7,110,105,3.2,F
2025,Ref7,108,103,3.8,F
2025,Ref7,141,140,4.3,N
2025,Ref7,107,97,4.4,N
2025,Ref7,81,77,3.9,F
2025,Ref7,102,78,3,C
2025,Ref7,102,100,3.1,N
2025,Ref7,75,74,4,N
2025,Ref7,75,68,4.1,C
2025,Ref7,84,84,3.3,F
2025,Ref7,109,102,3.6,N
2025,Ref8,63,60,4.6,C
2025,Ref8,93,90,5,N
2025,Ref8,99,73,2.7,N
2025,Ref8,142,139,3.9,N
2025,Ref8,119,112,4.3,N
2025,Ref8,120,115,3.3,F
2025,Ref8,119,101,4.5,F
2025,Ref8,140,136,4.3,N
2025,Ref8,92,86,3.4,N
2025,Ref8,111,95,3.4,F
2025,Ref8,82,79,4.6,C
2025,Ref8,115,109,4.2,N
2025,Ref8,109,103,4,F
2025,Ref8,136,129,4,F
2025,Ref8,109,105,5,F
2025,Ref8,123,117,3.9,F
2025,Ref8,139,134,4,F
2025,Ref8,115,111,3.4,N
2025,Ref8,106,93,2.9,F
2025,Ref8,126,122,4.6,F
2025,Ref8,150,145,4.9,F
2025,Ref8,90,56,4.3,F
2025,Ref8,114,110,4.6,F
2025,Ref8,145,140,5.4,F
2025,Ref8,133,130,5.2,N
2025,Ref8,165,162,4.5,F
2025,Ref8,126,115,3.8,F
2025,Ref8,123,118,4.5,F
2025,Ref8,135,130,3.8,N
2025,Ref8,126,125,5.1,N
2025,Ref9,140,138,4.7,N
2025,Ref9,110,105,4.4,F
2025,Ref9,118,114,5.3,N
2025,Ref9,133,132,5.2,N
2025,Ref9,108,87,3.6,F
2025,Ref9,91,88,5.2,N
2025,Ref9,91,86,3.2,N
2025,Ref9,120,114,3.5,N
2025,Ref9,86,83,4,N
2025,Ref9,92,90,4.2,N
2025,Ref9,99,89,3.7,N
2025,Ref9,103,99,4.1,F
2025,Ref9,100,96,2.3,F
2025,Ref9,103,102,4.3,N
2025,Ref9,129,128,3.7,N
2025,Ref9,129,126,4.3,N
2025,Ref9,142,138,5.8,N
2025,Ref9,117,111,3.8,F
2025,Ref9,91,86,3.2,F
2025,Ref9,110,107,3.4,F
2025,Ref9,148,147,4.3,N
2025,Ref9,116,114,4.6,F
2025,Ref9,113,109,5.3,N
2025,Ref9,107,105,3.3,N
2025,Ref9,135,133,4.2,N
2025,Ref9,118,117,4.8,N
2025,Ref9,122,120,4.6,N
2025,Ref9,101,98,3.5,N
2025,Ref9,125,123,3.5,N
2025,Ref9,121,118,4.7,N
2025,Ref10,137,135,5.1,N
2025,Ref10,123,122,4.5,N
2025,Ref10,110,108,4,N
2025,Ref10,95,94,4.5,N
2025,Ref10,103,101,3.4,F
2025,Ref10,87,84,3.2,F
2025,Ref10,100,96,3.2,F
2025,Ref10,90,84,3.7,F
2025,Ref10,121,120,3.8,F
2025,Ref10,140,139,4.6,N
2025,Ref10,140,137,5.8,N
2025,Ref10,98,93,3.7,F
2025,Ref10,123,122,4.4,N
2025,Ref10,118,115,3.1,F
2025,Ref10,112,111,3.9,N
2025,Ref10,110,109,6.1,N
2025,Ref10,101,82,3,F
2025,Ref10,72,53,2.8,F
2025,Ref10,127,125,3.5,N
2025,Ref10,142,138,5.6,N
2025,Ref10,103,93,3.9,F
2025,Ref10,135,134,4.4,N
2025,Ref10,82,65,2.7,F
2025,Ref10,128,127,4.7,F
2025,Ref10,108,106,3.4,N
2025,Ref10,85,74,3.7,F
2025,Ref10,78,67,3.2,N
2025,Ref10,105,104,3.4,N
2025,Ref10,82,76,2.9,F
2025,Ref10,87,74,2.8,C
2025,Ref11,134,131,4.1,N
2025,Ref11,116,113,2.9,N
2025,Ref11,117,116,4.4,N
2025,Ref11,114,111,3.4,F
2025,Ref11,106,99,3.3,F
2025,Ref11,106,104,2.4,N
2025,Ref11,124,122,4.3,N
2025,Ref11,99,83,2.8,N
2025,Ref11,115,108,3.9,F
2025,Ref11,144,140,3.9,N
2025,Ref11,114,109,3.3,F
2025,Ref11,110,108,4.2,N
2025,Ref11,88,83,2.9,F
2025,Ref11,145,142,4.9,N
2025,Ref11,129,126,4.1,F
2025,Ref11,109,108,4,N
2025,Ref11,108,107,5.5,N
2025,Ref11,67,60,3.7,C
2025,Ref11,98,80,3.2,F
2025,Ref11,85,56,3.7,N
2025,Ref11,105,52,3.1,F
2025,Ref11,102,97,2.6,F
2025,Ref11,98,94,2.8,F
2025,Ref11,118,116,4.4,F
2025,Ref11,140,138,3.7,N
2025,Ref11,123,121,3.9,N
2025,Ref11,146,145,4.9,N
2025,Ref11,126,124,4.4,N
2025,Ref11,116,112,3.3,F
2025,Ref11,112,106,3.3,F
2025,Ref12,107,105,2.7,N
2025,Ref12,85,85,2.9,N
2025,Ref12,131,119,4.3,N
2025,Ref12,89,88,3.2,N
2025,Ref12,126,125,5.3,N
2025,Ref12,102,101,3.4,F
2025,Ref12,102,39,2.9,F
2025,Ref12,112,110,4,N
2025,Ref12,89,89,3.5,N
2025,Ref12,144,139,4.2,N
2025,Ref12,103,100,3.7,F
2025,Ref12,111,107,3.3,F
2025,Ref12,101,98,2.9,N
2025,Ref12,116,107,3.5,F
2025,Ref12,113,106,3.4,F
2025,Ref12,84,83,2.9,N
2025,Ref12,126,122,3.4,N
2025,Ref12,110,108,3.6,N
2025,Ref12,119,110,3.5,N
2025,Ref12,144,142,4.8,N
2025,Ref12,91,82,2.8,C
2025,Ref12,106,104,3.7,N
2025,Ref12,109,104,2.7,F
2025,Ref12,126,122,3.3,F
2025,Ref12,109,105,2.7,F
2025,Ref12,102,101,4.3,N
2025,Ref12,89,75,3,F
2025,Ref12,101,92,3.1,F
2025,Ref12,109,105,3.1,F
2025,Ref12,107,106,4.5,N
