"Year","Community","Treatment","Chamber","TotalBelowMass_m2"
2006,"SP","C",12,200.946275
2006,"SP","C",15,349.8239124
2006,"SP","E",1,805.2612053
2006,"SP","E",4,42.04940904
2006,"SP","E",8,159.2495637
2006,"SP","E",10,101.9296486
2006,"SP","E",14,194.0882633
2007,"MX","A",2,569.6460482
2007,"MX","A",6,359.3336886
2007,"MX","A",9,787.0646142
2007,"MX","A",12,1146.855504
2007,"MX","A",15,123.013136
2007,"MX","C",3,464.4114912
2007,"MX","C",5,544.1211817
2007,"MX","C",7,346.7933243
2007,"MX","C",10,846.6705333
2007,"MX","C",14,561.5470629
2007,"MX","E",1,856.0104921
2007,"MX","E",4,656.5141967
2007,"MX","E",8,328.0480923
2007,"MX","E",11,345.0820871
2007,"MX","E",13,714.8660794
2007,"SC","A",2,414.7464234
2007,"SC","A",4,351.1040746
2007,"SC","A",8,231.7485448
2007,"SC","A",12,724.6501761
2007,"SC","A",15,925.387445
2007,"SC","C",3,245.9609577
2007,"SC","C",5,182.0704141
2007,"SC","C",7,408.9595678
2007,"SC","C",11,336.9569761
2007,"SC","C",13,643.5819461
2007,"SC","E",1,613.994524
2007,"SC","E",6,1046.754658
2007,"SC","E",9,583.9368384
2007,"SC","E",10,459.4345341
2007,"SC","E",14,444.4775371
2007,"SP","A",2,140.3737029
2007,"SP","A",5,84.15106959
2007,"SP","A",9,215.7857061
2007,"SP","A",11,315.403225
2007,"SP","A",13,166.1990156
2007,"SP","C",3,174.6506986
2007,"SP","C",6,92.72031853
2007,"SP","C",7,175.0687107
2007,"SP","C",12,244.8506129
2007,"SP","C",15,581.1936337
2007,"SP","E",1,592.1533896
2007,"SP","E",4,72.98230764
2007,"SP","E",8,169.9349991
2007,"SP","E",10,138.3620194
2007,"SP","E",14,457.3705991
2008,"MX","A",2,341.3591665
2008,"MX","A",6,367.2497936
2008,"MX","A",9,419.5013115
2008,"MX","A",12,506.6045919
2008,"MX","A",15,281.5964929
2008,"MX","C",3,354.4742975
2008,"MX","C",5,508.9820359
2008,"MX","C",7,225.0603505
2008,"MX","C",10,421.9048813
2008,"MX","C",14,464.8817548
2008,"MX","E",1,354.4351088
2008,"MX","E",4,437.1231359
2008,"MX","E",8,258.6580765
2008,"MX","E",11,572.6243847
2008,"MX","E",13,462.2430532
2008,"SC","A",2,200.1494393
2008,"SC","A",4,280.8127201
2008,"SC","A",8,200.5152
2008,"SC","A",12,350.4248048
2008,"SC","A",15,227.3855431
2008,"SC","C",3,155.0825051
2008,"SC","C",5,163.9522003
2008,"SC","C",7,212.4154832
2008,"SC","C",11,205.5313457
2008,"SC","C",13,341.8947445
2008,"SC","E",1,387.4319424
2008,"SC","E",6,428.0313718
2008,"SC","E",9,385.2635044
2008,"SC","E",10,588.8876697
2008,"SC","E",14,330.5169765
2008,"SP","A",2,177.6812866
2008,"SP","A",5,99.59139313
2008,"SP","A",9,256.0977521
2008,"SP","A",11,261.753979
2008,"SP","A",13,176.6362563
2008,"SP","C",3,121.4717163
2008,"SP","C",6,114.0520007
2008,"SP","C",7,255.7973059
2008,"SP","C",12,183.4812051
2008,"SP","C",15,372.1614363
2008,"SP","E",1,389.0778652
2008,"SP","E",4,208.0655443
2008,"SP","E",8,181.6654649
2008,"SP","E",10,243.0348727
2008,"SP","E",14,396.7719012
2009,"MX","A",2,155.5788946
2009,"MX","A",6,299.6624552
2009,"MX","A",9,388.6206644
2009,"MX","A",12,368.6344588
2009,"MX","A",15,260.8657031
2009,"MX","C",3,320.171176
2009,"MX","C",5,254.595521
2009,"MX","C",7,285.5545454
2009,"MX","C",10,163.547251
2009,"MX","C",14,837.4612032
2009,"MX","E",1,358.0535265
2009,"MX","E",4,499.3938824
2009,"MX","E",8,288.8202652
2009,"MX","E",11,196.7269649
2009,"MX","E",13,363.2786782
2009,"SC","A",2,262.9557639
2009,"SC","A",4,315.5991682
2009,"SC","A",8,239.7038384
2009,"SC","A",12,332.0583963
2009,"SC","A",15,325.3963278
2009,"SC","C",3,193.461245
2009,"SC","C",5,98.36348246
2009,"SC","C",7,195.8125634
2009,"SC","C",11,221.0239207
2009,"SC","C",13,133.5026283
2009,"SC","E",1,272.3610371
2009,"SC","E",6,370.2020044
2009,"SC","E",9,193.1999875
2009,"SC","E",10,499.001996
2009,"SC","E",14,550.3391124
2009,"SP","A",2,114.561453
2009,"SP","A",5,137.9440073
2009,"SP","A",9,151.0068868
2009,"SP","A",11,288.6896364
2009,"SP","A",13,50.81460116
2009,"SP","C",3,220.6320344
2009,"SP","C",6,198.0332529
2009,"SP","C",7,176.2182441
2009,"SP","C",12,214.492481
2009,"SP","C",15,296.3967353
2009,"SP","E",1,222.7220951
2009,"SP","E",4,80.20607999
2009,"SP","E",8,66.35942774
2009,"SP","E",10,134.4170298
2009,"SP","E",14,296.1354777
2010,"MX","A",2,308.2839556
2010,"MX","A",6,253.4198618
2010,"MX","A",9,299.13994
2010,"MX","A",12,483.3265406
2010,"MX","A",15,369.6794892
2010,"MX","C",3,310.8965315
2010,"MX","C",5,144.9979622
2010,"MX","C",7,209.0060716
2010,"MX","C",10,257.3387257
2010,"MX","C",14,235.1318306
2010,"MX","E",1,278.2393329
2010,"MX","E",4,395.8052481
2010,"MX","E",8,190.7180404
2010,"MX","E",11,347.4725941
2010,"MX","E",13,414.0932794
2010,"SC","A",2,254.7261498
2010,"SC","A",4,168.5111452
2010,"SC","A",8,224.681527
2010,"SC","A",12,148.916826
2010,"SC","A",15,347.4725941
2010,"SC","C",3,53.55780585
2010,"SC","C",5,75.76470096
2010,"SC","C",7,188.1054645
2010,"SC","C",11,104.5030358
2010,"SC","C",13,101.8904599
2010,"SC","E",1,380.1297928
2010,"SC","E",6,289.9959244
2010,"SC","E",9,500.308284
2010,"SC","E",10,326.5719869
2010,"SC","E",14,651.8376859
2010,"SP","A",2,141.0790983
2010,"SP","A",5,129.3225068
2010,"SP","A",9,146.3042501
2010,"SP","A",11,194.6369042
2010,"SP","A",13,160.6734176
2010,"SP","C",3,143.6916742
2010,"SP","C",6,130.6287948
2010,"SP","C",7,164.5922814
2010,"SP","C",12,244.2758462
2010,"SP","C",15,215.5375114
2010,"SP","E",1,94.05273223
2010,"SP","E",4,73.15212507
2010,"SP","E",8,275.626757
2010,"SP","E",10,64.00810944
2010,"SP","E",14,190.7180404
2011,"MX","A",2,302.9281751
2011,"MX","A",6,206.9160109
2011,"MX","A",9,128.9306204
2011,"MX","A",12,382.7423687
2011,"MX","A",15,267.1358853
2011,"MX","C",3,200.7764576
2011,"MX","C",5,654.319633
2011,"MX","C",7,639.8198368
2011,"MX","C",10,355.0490642
2011,"MX","C",14,201.3250985
2011,"MX","E",1,389.0125508
2011,"MX","E",4,355.7022081
2011,"MX","E",8,199.4701696
2011,"MX","E",11,220.5014056
2011,"MX","E",13,668.8194292
2011,"SC","A",2,167.4661149
2011,"SC","A",4,154.011349
2011,"SC","A",8,51.20648755
2011,"SC","A",12,167.4661149
2011,"SC","A",15,178.5695624
2011,"SC","C",3,35.40040338
2011,"SC","C",5,324.7431838
2011,"SC","C",7,102.8048615
2011,"SC","C",11,171.2543499
2011,"SC","C",13,28.73833485
2011,"SC","E",1,178.83082
2011,"SC","E",6,297.1805081
2011,"SC","E",9,90.52575477
2011,"SC","E",10,261.3882183
2011,"SC","E",14,91.57078513
2011,"SP","A",2,77.85476168
2011,"SP","A",5,71.97646592
2011,"SP","A",9,142.3853863
2011,"SP","A",11,127.8855901
2011,"SP","A",13,111.9488771
2011,"SP","C",3,833.150453
2011,"SP","C",6,70.14766279
2011,"SP","C",7,90.78701236
2011,"SP","C",12,147.4799093
2011,"SP","C",15,257.3387257
2011,"SP","E",1,356.7472385
2011,"SP","E",4,50.16145719
2011,"SP","E",8,66.35942774
2011,"SP","E",10,23.77444065
2011,"SP","E",14,147.2186517
2012,"MX","A",2,197.1188513
2012,"MX","A",6,374.6433834
2012,"MX","A",9,157.1464401
2012,"MX","A",12,433.9488562
2012,"MX","A",15,195.420677
2012,"MX","C",3,268.1809157
2012,"MX","C",5,214.2312234
2012,"MX","C",7,537.7987481
2012,"MX","C",10,308.1533269
2012,"MX","C",14,216.3212841
2012,"MX","E",1,304.6263494
2012,"MX","E",4,378.0397321
2012,"MX","E",8,226.7715877
2012,"MX","E",11,195.2900482
2012,"MX","E",13,170.2093196
2012,"SC","A",2,274.4510978
2012,"SC","A",4,118.0884305
2012,"SC","A",8,63.35496546
2012,"SC","A",12,131.1513099
2012,"SC","A",15,338.9425338
2012,"SC","C",3,71.58457953
2012,"SC","C",5,72.8778046
2012,"SC","C",7,118.3758138
2012,"SC","C",11,221.4158071
2012,"SC","C",13,156.2320385
2012,"SC","E",1,454.0656906
2012,"SC","E",6,107.7687557
2012,"SC","E",9,84.64745901
2012,"SC","E",10,371.7695499
2012,"SC","E",14,146.8137024
2012,"SP","A",2,89.61135321
2012,"SP","A",5,166.8129709
2012,"SP","A",9,296.5273641
2012,"SP","A",11,180.0064792
2012,"SP","A",13,81.51236793
2012,"SP","C",3,188.4973508
2012,"SP","C",6,164.5922814
2012,"SP","C",7,167.5967437
2012,"SP","C",12,284.9014014
2012,"SP","C",15,204.1728062
2012,"SP","E",1,1357.847133
2012,"SP","E",4,140.687212
2012,"SP","E",8,176.7407593
2012,"SP","E",10,128.2774765
2012,"SP","E",14,100.9760584
2013,"MX","A",2,380.2604216
2013,"MX","A",6,393.1404207
2013,"MX","A",9,366.6358383
2013,"MX","A",12,192.272523
2013,"MX","A",15,712.8021444
2013,"MX","C",3,552.6120534
2013,"MX","C",5,293.8233481
2013,"MX","C",7,334.1876457
2013,"MX","C",10,478.7806586
2013,"MX","C",14,478.5847154
2013,"MX","E",1,367.6024914
2013,"MX","E",4,381.083383
2013,"MX","E",8,262.4071229
2013,"MX","E",11,156.6500507
2013,"MX","E",13,326.3629808
2013,"SC","A",2,92.17167759
2013,"SC","A",4,260.8134516
2013,"SC","A",8,406.8825699
2013,"SC","A",12,328.4269158
2013,"SC","A",15,839.0940632
2013,"SC","C",3,39.22782707
2013,"SC","C",5,79.52681025
2013,"SC","C",7,151.7775966
2013,"SC","C",11,144.4493213
2013,"SC","C",13,182.3969861
2013,"SC","E",1,331.6926357
2013,"SC","E",6,600.6181355
2013,"SC","E",9,314.0185597
2013,"SC","E",10,64.11261247
2013,"SC","E",14,338.1195724
2013,"SP","A",2,129.7013303
2013,"SP","A",5,127.2977605
2013,"SP","A",9,620.4867751
2013,"SP","A",11,210.4429884
2013,"SP","A",13,166.0945125
2013,"SP","C",3,412.7478028
2013,"SP","C",6,232.7543865
2013,"SP","C",7,217.2487486
2013,"SP","C",12,133.9206404
2013,"SP","C",15,268.0110982
2013,"SP","E",1,244.83755
2013,"SP","E",4,65.31439738
2013,"SP","E",8,130.0932167
2013,"SP","E",10,121.2888359
2013,"SP","E",14,119.6951646
2014,"MX","A",2,93.92210344
2014,"MX","A",6,227.6859893
2014,"MX","A",9,299.0093112
2014,"MX","A",12,26.90953172
2014,"MX","A",15,239.1813232
2014,"MX","C",3,285.4239166
2014,"MX","C",5,280.72128
2014,"MX","C",7,426.3723861
2014,"MX","C",10,467.2591989
2014,"MX","C",14,101.1066871
2014,"MX","E",1,370.0713756
2014,"MX","E",4,287.1220909
2014,"MX","E",8,140.8178408
2014,"MX","E",11,328.9233052
2014,"MX","E",13,227.2941029
2014,"SC","A",2,25.73387257
2014,"SC","A",4,127.7549613
2014,"SC","A",8,39.8417824
2014,"SC","A",12,115.214597
2014,"SC","A",15,257.2080969
2014,"SC","C",3,76.02595855
2014,"SC","C",5,312.3334483
2014,"SC","C",7,48.20202527
2014,"SC","C",11,187.4523205
2014,"SC","C",13,86.47626214
2014,"SC","E",1,191.5018131
2014,"SC","E",6,65.05313979
2014,"SC","E",9,99.27788402
2014,"SC","E",10,99.27788402
2014,"SC","E",14,62.17930631
2014,"SP","A",2,125.1423854
2014,"SP","A",5,232.1273683
2014,"SP","A",9,375.4271562
2014,"SP","A",11,222.7220951
2014,"SP","A",13,394.2377026
2014,"SP","C",3,403.1204606
2014,"SP","C",6,102.2823463
2014,"SP","C",7,184.0559718
2014,"SP","C",12,279.2843632
2014,"SP","C",15,339.24298
2014,"SP","E",1,332.8421691
2014,"SP","E",4,112.6020211
2014,"SP","E",8,145.2592198
2014,"SP","E",10,258.2531273
2014,"SP","E",14,77.72413289
2015,"MX","A",2,228.9922772
2015,"MX","A",6,183.2721991
2015,"MX","A",9,55.38660898
2015,"MX","A",12,416.7058553
2015,"MX","A",15,209.0060716
2015,"MX","C",3,157.5383265
2015,"MX","C",5,79.16104963
2015,"MX","C",7,205.8709806
2015,"MX","C",10,150.7456292
2015,"MX","C",14,217.8888297
2015,"MX","E",1,118.6109456
2015,"MX","E",4,329.9683356
2015,"MX","E",8,148.6555684
2015,"MX","E",11,163.547251
2015,"MX","E",13,235.6543458
2015,"SC","A",2,67.66571569
2015,"SC","A",4,207.5691549
2015,"SC","A",8,29.26085003
2015,"SC","A",12,193.3306163
2015,"SC","A",15,600.1086832
2015,"SC","C",3,63.74685185
2015,"SC","C",5,105.9399526
2015,"SC","C",7,91.83204272
2015,"SC","C",11,67.4044581
2015,"SC","C",13,242.3164143
2015,"SC","E",1,389.1431796
2015,"SC","E",6,27.82393329
2015,"SC","E",9,174.5200698
2015,"SC","E",10,170.9930923
2015,"SC","E",14,323.6981534
2015,"SP","A",2,158.5833568
2015,"SP","A",5,139.7858733
2015,"SP","A",9,288.7026993
2015,"SP","A",11,248.7172252
2015,"SP","A",13,96.14279295
2015,"SP","C",3,86.92040004
2015,"SP","C",6,51.20648755
2015,"SP","C",7,123.0523247
2015,"SP","C",12,99.01662643
2015,"SP","C",15,130.7594236
2015,"SP","E",1,144.6060758
2015,"SP","E",4,141.1052241
2015,"SP","E",8,146.539382
2015,"SP","E",10,320.2103646
2015,"SP","E",14,133.0323646
2016,"MX","A",2,93.26895946
2016,"MX","A",6,63.22433667
2016,"MX","A",9,67.4044581
2016,"MX","A",12,18.41866006
2016,"MX","A",15,137.4214921
2016,"MX","C",3,524.3439822
2016,"MX","C",5,145.5204774
2016,"MX","C",7,47.15699491
2016,"MX","C",10,84.64745901
2016,"MX","C",14,320.3018048
2016,"MX","E",1,196.4657073
2016,"MX","E",4,385.093687
2016,"MX","E",8,125.5342718
2016,"MX","E",11,164.7229102
2016,"MX","E",13,332.9727979
2016,"SC","A",2,32.00405472
2016,"SC","A",4,101.1066871
2016,"SC","A",8,67.53508689
2016,"SC","A",12,53.55780585
2016,"SC","A",15,57.08478331
2016,"SC","C",3,385.093687
2016,"SC","C",5,107.6381269
2016,"SC","C",7,109.7281876
2016,"SC","C",11,83.47179986
2016,"SC","C",13,302.2750311
2016,"SC","E",1,146.1736213
2016,"SC","E",6,112.8632787
2016,"SC","E",9,45.85070696
2016,"SC","E",10,104.8949222
2016,"SC","E",14,45.19756299
2016,"SP","A",2,91.30952754
2016,"SP","A",5,133.2413707
2016,"SP","A",9,379.8685352
2016,"SP","A",11,52.64340429
2016,"SP","A",13,144.0835606
2016,"SP","C",3,249.8928844
2016,"SP","C",6,171.1237211
2016,"SP","C",7,242.7083007
2016,"SP","C",12,98.10222487
2016,"SP","C",15,74.71967061
2016,"SP","E",1,134.1557722
2016,"SP","E",4,74.19715543
2016,"SP","E",8,366.0218829
2016,"SP","E",10,136.8989769
2016,"SP","E",14,559.7443856
2017,"MX","A",2,122.5951239
2017,"MX","A",6,83.2497309
2017,"MX","A",9,194.8328474
2017,"MX","A",12,150.1969882
2017,"MX","A",15,220.5536571
2017,"MX","C",3,301.3214409
2017,"MX","C",5,126.814434
2017,"MX","C",7,176.9236396
2017,"MX","C",10,122.7126898
2017,"MX","C",14,128.8326488
2017,"MX","E",1,415.6216363
2017,"MX","E",4,469.3492596
2017,"MX","E",8,1056.200426
2017,"MX","E",11,440.8721823
2017,"MX","E",13,442.6552654
2017,"SC","A",2,22.33752391
2017,"SC","A",4,151.5294019
2017,"SC","A",8,42.84624468
2017,"SC","A",12,1231.176391
2017,"SC","A",15,130.8900524
2017,"SC","C",3,71.71520833
2017,"SC","C",5,214.492481
2017,"SC","C",7,86.99877731
2017,"SC","C",11,32.78782749
2017,"SC","C",13,160.9346752
2017,"SC","E",1,52.12088911
2017,"SC","E",6,118.7415744
2017,"SC","E",9,93.53021705
2017,"SC","E",10,79.55293601
2017,"SC","E",14,144.475447
2017,"SP","A",2,136.7683481
2017,"SP","A",5,139.6421816
2017,"SP","A",9,79.9448224
2017,"SP","A",11,93.39958826
2017,"SP","A",13,108.2912709
2017,"SP","C",3,132.7188555
2017,"SP","C",6,217.4969433
2017,"SP","C",7,80.72859517
2017,"SP","C",12,136.1152041
2017,"SP","C",15,290.257182
2017,"SP","E",1,150.6150004
2017,"SP","E",4,98.62474005
2017,"SP","E",8,692.4632411
2017,"SP","E",10,962.8648462
2017,"SP","E",14,252.1135739
2018,"MX","A",2,125.1423854
2018,"MX","A",6,120.962264
2018,"MX","A",9,139.2502952
2018,"MX","A",12,17.89614488
2018,"MX","A",15,155.4482658
2018,"MX","C",3,122.9216959
2018,"MX","C",5,140.8178408
2018,"MX","C",7,234.6093154
2018,"MX","C",10,209.0060716
2018,"MX","C",14,116.7821425
2018,"MX","E",1,120.7010064
2018,"MX","E",4,321.6080927
2018,"MX","E",8,845.2989309
2018,"MX","E",11,208.2222989
2018,"MX","E",13,332.0583963
2018,"SC","A",2,187.7135781
2018,"SC","A",4,81.38173914
2018,"SC","A",8,389.0125508
2018,"SC","A",12,145.5204774
2018,"SC","A",15,311.0271603
2018,"SC","C",3,110.2507028
2018,"SC","C",5,137.4214921
2018,"SC","C",7,116.9127713
2018,"SC","C",11,329.707078
2018,"SC","C",13,203.5196622
2018,"SC","E",1,55.64786657
2018,"SC","E",6,16.32859935
2018,"SC","E",9,194.6369042
2018,"SC","E",10,110.6425892
2018,"SC","E",14,476.4032145
2018,"SP","A",2,76.94036012
2018,"SP","A",5,164.0697662
2018,"SP","A",9,53.94969224
2018,"SP","A",11,178.0470473
2018,"SP","A",13,42.06247191
2018,"SP","C",3,157.1464401
2018,"SP","C",6,107.2462405
2018,"SP","C",7,100.7148008
2018,"SP","C",12,230.429194
2018,"SP","C",15,94.31398982
2018,"SP","E",1,141.7322423
2018,"SP","E",4,59.56673041
2018,"SP","E",8,96.40405054
2018,"SP","E",10,216.9744281
2018,"SP","E",14,240.7488688
2019,"MX","A",2,138.9890376
2019,"MX","A",6,214.2312234
2019,"MX","A",9,261.9107335
2019,"MX","A",12,198.555768
2019,"MX","A",15,160.8040464
2019,"MX","C",3,102.9354903
2019,"MX","C",5,121.4847791
2019,"MX","C",7,83.07991347
2019,"MX","C",10,823.614551
2019,"MX","C",14,90.65638357
2019,"MX","E",1,177.0020169
2019,"MX","E",4,246.1046493
2019,"MX","E",8,317.8198577
2019,"MX","E",11,417.7508857
2019,"MX","E",13,429.1155908
2019,"SC","A",2,239.8475301
2019,"SC","A",4,321.2162063
2019,"SC","A",8,30.59326373
2019,"SC","A",12,115.5281061
2019,"SC","A",15,114.45695
2019,"SC","C",3,102.1778433
2019,"SC","C",5,92.30230638
2019,"SC","C",7,93.67390873
2019,"SC","C",11,831.8768223
2019,"SC","C",13,96.45630206
2019,"SC","E",1,23.57849746
2019,"SC","E",6,278.7226594
2019,"SC","E",9,146.0429925
2019,"SC","E",10,217.6275721
2019,"SC","E",14,279.3366147
2019,"SP","A",2,115.867741
2019,"SP","A",5,47.94076768
2019,"SP","A",9,506.0559509
2019,"SP","A",11,56.82352572
2019,"SP","A",13,241.0101263
2019,"SP","C",3,169.0336604
2019,"SP","C",6,342.5086999
2019,"SP","C",7,110.6425892
2019,"SP","C",12,287.3833485
2019,"SP","C",15,324.285983
2019,"SP","E",1,316.1216833
2019,"SP","E",4,481.8896239
2019,"SP","E",8,400.7691423
2019,"SP","E",10,535.0555434
2019,"SP","E",14,103.8498918
2020,"MX","A",2,203.3890335
2020,"MX","A",6,232.5192547
2020,"MX","A",9,45.58944937
2020,"MX","A",12,445.4441902
2020,"MX","A",15,162.5022207
2020,"MX","C",3,134.8089162
2020,"MX","C",5,627.1488437
2020,"MX","C",7,46.37322214
2020,"MX","C",10,246.2352781
2020,"MX","C",14,152.3131747
2020,"MX","E",1,319.7792896
2020,"MX","E",4,325.3963278
2020,"MX","E",8,444.268531
2020,"MX","E",11,536.6230889
2020,"MX","E",13,186.0154037
2020,"SC","A",2,9.144015634
2020,"SC","A",4,35.26977459
2020,"SC","A",8,181.4433959
2020,"SC","A",12,654.0583754
2020,"SC","A",15,213.7087082
2020,"SC","C",3,261.3882183
2020,"SC","C",5,54.47220742
2020,"SC","C",7,63.35496546
2020,"SC","C",11,212.9249355
2020,"SC","C",13,240.0957248
2020,"SC","E",1,50.29208599
2020,"SC","E",6,62.57119269
2020,"SC","E",9,178.7001912
2020,"SC","E",10,314.0316226
2020,"SC","E",14,21.94563752
2020,"SP","A",2,38.27423687
2020,"SP","A",5,54.73346501
2020,"SP","A",9,194.114389
2020,"SP","A",11,43.49938866
2020,"SP","A",13,798.141936
2020,"SP","C",3,57.99918488
2020,"SP","C",6,53.55780585
2020,"SP","C",7,36.18417615
2020,"SP","C",12,141.0790983
2020,"SP","C",15,71.45395074
2020,"SP","E",1,50.81460116
2020,"SP","E",4,1081.475792
2020,"SP","E",8,507.7541253
2020,"SP","E",10,160.2815312
2020,"SP","E",14,368.50383
2021,"MX","A",2,366.9362845
2021,"MX","A",6,289.9959244
2021,"MX","A",9,115.9983698
2021,"MX","A",12,36.83732012
2021,"MX","A",15,140.4259544
2021,"MX","C",3,257.0774681
2021,"MX","C",5,126.7099309
2021,"MX","C",7,129.4531356
2021,"MX","C",10,192.1418942
2021,"MX","C",14,230.1679364
2021,"MX","E",1,258.2531273
2021,"MX","E",4,168.7724028
2021,"MX","E",8,231.4742243
2021,"MX","E",11,499.5245112
2021,"MX","E",13,289.9959244
2021,"SC","A",2,217.2356857
2021,"SC","A",4,144.7367046
2021,"SC","A",8,429.1155908
2021,"SC","A",12,82.81865588
2021,"SC","A",15,38.20892247
2021,"SC","C",3,310.7659027
2021,"SC","C",5,52.25151791
2021,"SC","C",7,132.9801131
2021,"SC","C",11,56.69289693
2021,"SC","C",13,97.71033849
2021,"SC","E",1,845.4295597
2021,"SC","E",6,364.5849662
2021,"SC","E",9,223.1139815
2021,"SC","E",10,793.9618146
2021,"SC","E",14,514.8080802
2021,"SP","A",2,63.48559426
2021,"SP","A",5,145.128591
2021,"SP","A",9,513.2405346
2021,"SP","A",11,79.68356481
2021,"SP","A",13,707.6161813
2021,"SP","C",3,63.09370787
2021,"SP","C",6,81.12048155
2021,"SP","C",7,62.17930631
2021,"SP","C",12,85.56186057
2021,"SP","C",15,94.05273223
2021,"SP","E",1,182.7496839
2021,"SP","E",4,435.5164018
2021,"SP","E",8,124.8811278
2021,"SP","E",10,257.5999833
2021,"SP","E",14,394.3683314
2022,"MX","A",2,83.47179986
2022,"MX","A",6,153.8807202
2022,"MX","A",9,451.5837435
2022,"MX","A",12,126.4486733
2022,"MX","A",15,147.2186517
2022,"MX","C",3,328.5314188
2022,"MX","C",5,174.2326865
2022,"MX","C",7,263.478279
2022,"MX","C",10,143.822303
2022,"MX","C",14,453.9350618
2022,"MX","E",1,210.704246
2022,"MX","E",4,287.7752349
2022,"MX","E",8,145.6511062
2022,"MX","E",11,651.5764283
2022,"MX","E",13,822.8307782
2022,"SC","A",2,135.9845754
2022,"SC","A",4,580.6449927
2022,"SC","A",8,207.1772685
2022,"SC","A",12,956.3334065
2022,"SC","A",15,73.67464025
2022,"SC","C",3,242.3164143
2022,"SC","C",5,318.3423728
2022,"SC","C",7,348.6482532
2022,"SC","C",11,217.7582009
2022,"SC","C",13,218.0194585
2022,"SC","E",1,541.0644679
2022,"SC","E",6,289.3427804
2022,"SC","E",9,551.7760291
2022,"SC","E",10,96.66530813
2022,"SC","E",14,95.48964897
2022,"SP","A",2,580.2531064
2022,"SP","A",5,91.04826995
2022,"SP","A",9,159.8896448
2022,"SP","A",11,878.7399024
2022,"SP","A",13,154.2726066
2022,"SP","C",3,259.8206728
2022,"SP","C",6,336.4997753
2022,"SP","C",7,700.0397112
2022,"SP","C",12,350.08517
2022,"SP","C",15,260.2125592
2022,"SP","E",1,192.5468435
2022,"SP","E",4,716.8908257
2022,"SP","E",8,202.2133743
2022,"SP","E",10,834.3261122
2022,"SP","E",14,771.2324043
2023,"MX","A",2,444.268531
2023,"MX","A",6,95.75090656
2023,"MX","A",9,176.8713881
2023,"MX","A",12,8.621500455
2023,"MX","A",15,312.0721907
2023,"MX","C",3,121.8766655
2023,"MX","C",5,42.97687348
2023,"MX","C",7,89.35009562
2023,"MX","C",10,18.02677368
2023,"MX","C",14,132.7188555
2023,"MX","E",1,226.3797013
2023,"MX","E",4,206.2628669
2023,"MX","E",8,283.7257422
2023,"MX","E",11,12.80162189
2023,"MX","E",13,299.6624552
2023,"SC","A",2,7.968356481
2023,"SC","A",4,23.64381185
2023,"SC","A",8,17.11237211
2023,"SC","A",12,82.4267695
2023,"SC","A",15,53.42717706
2023,"SC","C",3,83.47179986
2023,"SC","C",5,47.28762371
2023,"SC","C",7,144.6060758
2023,"SC","C",11,78.63853445
2023,"SC","C",13,105.4174374
2023,"SC","E",1,66.09817015
2023,"SC","E",6,30.17525159
2023,"SC","E",9,146.3042501
2023,"SC","E",10,340.549268
2023,"SC","E",14,319.6486608
2023,"SP","A",2,100.1922856
2023,"SP","A",5,7.315212507
2023,"SP","A",9,153.4888339
2023,"SP","A",11,311.4190467
2023,"SP","A",13,148.7861972
2023,"SP","C",3,88.04380767
2023,"SP","C",6,484.1103134
2023,"SP","C",7,84.9087166
2023,"SP","C",12,105.5480662
2023,"SP","C",15,142.1241287
2023,"SP","E",1,136.8989769
2023,"SP","E",4,133.1107419
2023,"SP","E",8,79.16104963
2023,"SP","E",10,93.00770187
2023,"SP","E",14,261.3882183
2024,"MX","A",2,108.591717089381
2024,"MX","A",6,288.075681098536
2024,"MX","A",9,238.580430761514
2024,"MX","A",12,18.9673010000941
2024,"MX","A",15,326.25847780878
2024,"MX","C",3,85.24835146461
2024,"MX","C",5,139.08047778788
2024,"MX","C",7,291.393652485605
2024,"MX","C",10,169.673741522191
2024,"MX","C",14,164.657595803158
2024,"MX","E",1,518.609378102434
2024,"MX","E",4,387.53644543374
2024,"MX","E",8,270.623674117733
2024,"MX","E",11,75.3506076851532
2024,"MX","E",13,179.810535996071
2024,"SC","A",2,13.9511552810609
2024,"SC","A",4,40.4557377391813
2024,"SC","A",8,61.5392252144925
2024,"SC","A",12,92.5896897304867
2024,"SC","A",15,303.594381916795
2024,"SC","C",3,584.629170977417
2024,"SC","C",5,198.947654429361
2024,"SC","C",7,178.856945794275
2024,"SC","C",11,468.251977719953
2024,"SC","C",13,308.414584443678
2024,"SC","E",1,32.8400790042951
2024,"SC","E",6,79.5921246512211
2024,"SC","E",9,102.621981168553
2024,"SC","E",10,246.966799385522
2024,"SC","E",14,129.087374988243
2024,"SP","A",2,115.802426560492
2024,"SP","A",5,49.3776844217324
2024,"SP","A",9,799.487412609336
2024,"SP","A",11,275.300184970373
2024,"SP","A",13,96.4301762966214
2024,"SP","C",3,111.530864971627
2024,"SP","C",6,79.4223072180247
2024,"SP","C",7,177.472280569751
2024,"SP","C",12,281.674870154978
2024,"SP","C",15,71.1012529913994
2024,"SP","E",1,209.580838323353
2024,"SP","E",4,814.039460346323
2024,"SP","E",8,295.639088315516
2024,"SP","E",10,683.632734530938
2024,"SP","E",14,318.159492533258
2025,"MX","A",2,316.644198513967
2025,"MX","A",6,124.097355028164
2025,"MX","A",9,89.2194668255113
2025,"MX","A",12,182.227168699251
