"Year","Community","Treatment","Chamber","SPmass_m2","DImass_m2","OTHERmass_m2","SPdensity_m2","DIdensity_m2","OTHERdensity_m2"
1998,"MX","E",11,262.56,31.6,0,1680,160,0
1998,"MX","E",13,343.84,0,0,2080,0,0
1998,"SC","A",2,324.64,0,0,1680,0,0
1998,"SC","A",4,54.24,128.8,0,400,720,0
1998,"SC","A",8,46.56,143.36,4.64,160,880,80
1998,"SC","A",12,33.84,399.2,0,160,2480,0
1998,"SC","A",15,0,669.76,5.76,0,3280,80
1998,"SC","C",3,26.16,0,0,80,0,0
1998,"SC","C",5,93.2,259.36,0,320,1360,0
1998,"SC","C",7,0,138.4,45.92,0,960,2000
1998,"SC","C",11,400,192.08,0,2160,1600,0
1998,"SC","C",13,758.56,152.72,0,4800,720,0
1998,"SC","E",1,0,81.52,0,0,480,0
1998,"SC","E",6,94.24,84.56,0,720,480,0
1998,"SC","E",9,0,59.44,105.2,0,480,560
1998,"SC","E",10,246.64,2.4,53.04,1280,320,400
1998,"SC","E",14,0,258,0,0,1680,0
1998,"SP","A",2,752.64,0,0,3040,0,0
1998,"SP","A",5,1035.52,32.4,0,4880,80,0
1998,"SP","A",9,1040.8,0,0,5920,0,0
1998,"SP","A",11,710.16,28.96,0,4240,160,0
1998,"SP","A",13,582.48,0,0,3840,0,0
1998,"SP","C",3,1228.72,0,0,5040,0,0
1998,"SP","C",6,947.12,0,0,5040,0,0
1998,"SP","C",7,730.72,0,0,6240,0,0
1998,"SP","C",12,1039.28,0,0,6960,0,0
1998,"SP","C",15,1008,0,0,6480,0,0
1998,"SP","E",1,475.2,0,0,2640,0,0
1998,"SP","E",4,263.6,10.16,0,1440,80,0
1998,"SP","E",8,381.36,0,0,2400,0,0
1998,"SP","E",10,573.52,0,0,2720,0,0
1998,"SP","E",14,710.48,0,0,4480,0,0
1999,"MX","A",2,159.76,255.2,0,1360,1360,0
1999,"MX","A",6,152.16,115.52,0,1040,880,0
1999,"MX","A",9,85.44,157.04,1.6,560,1120,160
1999,"MX","A",12,159.04,98.64,0,2000,960,0
1999,"MX","A",15,48.08,131.2,0,400,560,0
1999,"MX","C",3,578.72,48.4,0,4960,400,0
1999,"MX","C",5,844.32,0,1.52,8720,0,80
1999,"MX","C",7,131.76,300.4,8.08,1280,2080,160
1999,"MX","C",10,698.96,58.08,0.32,5680,320,80
1999,"MX","C",14,439.12,140,0.56,4000,1040,80
1999,"MX","E",1,284.56,121.68,0,2240,880,0
1999,"MX","E",4,43.6,113.84,0,480,640,0
1999,"MX","E",8,326.64,182.4,0,1920,1680,0
1999,"MX","E",11,233.28,33.36,0,1680,240,0
1999,"MX","E",13,221.36,16.48,0,1840,80,0
1999,"SC","A",2,244.88,0,0,1520,0,0
1999,"SC","A",4,77.44,150.16,0,480,1200,0
1999,"SC","A",8,0,472,0,0,1920,0
1999,"SC","A",12,59.2,469.6,587.04,320,2800,80
1999,"SC","A",15,0,234.24,10.08,0,1200,80
1999,"SC","C",3,48.96,0,84.08,400,0,240
1999,"SC","C",5,356.48,65.84,0,2720,560,0
1999,"SC","C",7,0,0,71.76,0,0,240
1999,"SC","C",11,1191.36,83.68,0,8640,800,0
1999,"SC","C",13,871.92,99.92,0,5520,480,0
1999,"SC","E",1,18.4,114.56,0,160,720,0
1999,"SC","E",6,102.56,52.88,0,960,400,0
1999,"SC","E",9,26.72,16.08,55.52,320,160,320
1999,"SC","E",10,149.68,26.48,18.08,960,240,160
1999,"SC","E",14,34.72,113.04,0,320,880,0
1999,"SP","A",2,544.08,0,0,3760,0,0
1999,"SP","A",5,580.8,0,0,5360,0,0
1999,"SP","A",9,300.24,0,0,2160,0,0
1999,"SP","A",11,267.36,47.36,0,2160,160,0
1999,"SP","A",13,329.6,0,0,2800,0,0
1999,"SP","C",3,1047.28,0,4,5920,0,320
1999,"SP","C",6,869.04,0,0.64,4400,0,80
1999,"SP","C",7,430.48,0,31.44,3840,0,320
1999,"SP","C",12,880.48,0,0,8320,0,0
1999,"SP","C",15,725.12,0,0,5440,0,0
1999,"SP","E",1,514.32,0,0,3680,0,0
1999,"SP","E",4,576.16,0,0,3200,0,0
1999,"SP","E",8,433.92,0,0,4240,0,0
1999,"SP","E",10,638.64,0,0,4400,0,0
1999,"SP","E",14,191.76,0,0,1280,0,0
2000,"MX","A",2,176.72,145.68,0,1200,1360,0
2000,"MX","A",6,198.16,42.08,0,1280,320,0
2000,"MX","A",9,0,149.44,0,0,1280,0
2000,"MX","A",12,26,30.4,0,160,160,0
2000,"MX","A",15,0,-99,0,0,3680,0
2000,"MX","C",3,510.64,47.92,4.4,3280,320,80
2000,"MX","C",5,670.16,244.64,0,4160,800,0
2000,"MX","C",7,289.92,484.2,19.36,1920,3520,240
2000,"MX","C",10,326.32,70.24,0,2400,400,0
2000,"MX","C",14,388.32,93.84,0.48,2720,480,80
2000,"MX","E",1,98.72,189.76,0.08,800,1840,80
2000,"MX","E",4,61.52,137.52,0,240,900,0
2000,"MX","E",8,198.56,150.64,0,1360,1040,0
2000,"MX","E",11,178.64,57.44,0,1120,480,0
2000,"MX","E",13,297.2,75.44,0,1600,480,0
2000,"SC","A",2,437.68,0,0,2720,0,0
2000,"SC","A",4,40.64,106.8,0.96,160,880,80
2000,"SC","A",8,3.68,312.4,0,80,1600,0
2000,"SC","A",12,182,764.72,314.88,1280,5280,160
2000,"SC","A",15,0,572.56,0.48,0,3680,80
2000,"SC","C",3,130.8,0,27.28,880,0,80
2000,"SC","C",5,228.8,72.24,34.8,1760,960,720
2000,"SC","C",7,0,56.72,3.36,0,400,160
2000,"SC","C",11,760.8,14.72,0,3760,400,0
2000,"SC","C",13,1323.68,28.16,2.56,7440,320,160
2000,"SC","E",1,23.36,70.08,0,320,480,0
2000,"SC","E",6,64.72,177.84,0,560,880,0
2000,"SC","E",9,0,95.84,19.84,0,560,80
2000,"SC","E",10,169.84,19.44,0,800,240,0
2000,"SC","E",14,11.92,187.2,0,240,2160,0
2000,"SP","A",2,474.24,0,0,2240,0,0
2000,"SP","A",5,583.28,0,0,3520,0,0
2000,"SP","A",9,766.88,0,0,3920,0,0
2000,"SP","A",11,38.4,101.04,1.44,800,640,80
2000,"SP","A",13,584.96,0,0,3440,0,0
2000,"SP","C",3,827.2,0,0,4960,0,0
2000,"SP","C",6,611.36,0,0.16,3920,0,160
2000,"SP","C",7,834.32,0,0,6240,0,0
2000,"SP","C",12,848.32,0,0,6000,0,0
2000,"SP","C",15,432.32,0,0,3680,0,0
2000,"SP","E",1,233.04,0,0.08,1280,0,80
2000,"SP","E",4,617.6,0,0,3040,0,0
2000,"SP","E",8,492.24,0,0,3920,0,0
2000,"SP","E",10,698.72,0,0,4160,0,0
2000,"SP","E",14,454.64,0,223.44,3040,0,160
2001,"MX","A",2,302,186.48,0,2240,1120,0
2001,"MX","A",6,319.2,100.4,0,1760,720,0
2001,"MX","A",9,81.28,136.08,0,1360,1120,0
2001,"MX","A",12,89.76,70.56,0,1280,800,0
2001,"MX","A",15,146.24,257.12,0,1200,1760,0
2001,"MX","C",3,496.8,170.88,0,3680,1600,0
2001,"MX","C",5,588.72,30.88,0,3840,160,0
2001,"MX","C",7,364.88,312,35.92,3440,2800,560
2001,"MX","C",10,535.92,175.2,0,4000,1760,0
2001,"MX","C",14,485.44,76.72,0,4320,720,0
2001,"MX","E",1,58.8,233.76,0.72,480,2080,80
2001,"MX","E",4,81.2,225.04,0,480,1520,0
2001,"MX","E",8,245.2,100.4,0,1200,640,0
2001,"MX","E",11,501.04,2,0,2960,80,0
2001,"MX","E",13,132.24,66.08,0,1360,400,0
2001,"SC","A",2,364.24,0,0,2000,0,0
2001,"SC","A",4,16.16,61.2,0,320,400,0
2001,"SC","A",8,67.9,550.56,0,320,2480,0
2001,"SC","A",12,71.36,722.4,0,880,5280,0
2001,"SC","A",15,0,599.36,0,0,4160,0
2001,"SC","C",3,400.4,66.24,0,3040,480,0
2001,"SC","C",5,451.04,0,0,3040,0,0
2001,"SC","C",7,0,123.28,0,0,800,0
2001,"SC","C",11,306.4,109.2,0,2560,1280,0
2001,"SC","C",13,816.32,119.28,0,5200,1040,0
2001,"SC","E",1,0,79.2,0,0,720,0
2001,"SC","E",6,194,83.44,0,1120,400,0
2001,"SC","E",9,12.32,89.92,26.8,160,1120,160
2001,"SC","E",10,324.72,0,0,1840,0,0
2001,"SC","E",14,103.92,292.88,0,1360,2080,0
2001,"SP","A",2,639.84,0,0,2720,0,0
2001,"SP","A",5,676,0,0,4000,0,0
2001,"SP","A",9,697.92,0,0,5200,0,0
2001,"SP","A",11,133.92,171.12,14.16,1360,1280,880
2001,"SP","A",13,372.76,0,0,2960,0,0
2001,"SP","C",3,581.04,0,0,3120,0,0
2001,"SP","C",6,706.48,0,0,4320,0,0
2001,"SP","C",7,708.08,0,0,5360,0,0
2001,"SP","C",12,901.6,0,0,6480,0,0
2001,"SP","C",15,1002.8,0,0,6880,0,0
2001,"SP","E",1,244.4,0,0,1600,0,0
2001,"SP","E",4,554.24,0,0,2560,0,0
2001,"SP","E",8,313.84,0,0,3360,0,0
2001,"SP","E",10,730.48,0,0,4880,0,0
2001,"SP","E",14,221.36,0,5.68,2080,0,160
2002,"MX","A",2,67.52,277.2,0,640,1680,0
2002,"MX","A",6,170.96,103.28,0,1280,800,0
2002,"MX","A",9,32.24,137.52,0,320,1280,0
2002,"MX","A",12,9.2,191.76,0,160,1440,0
2002,"MX","A",15,250.72,93.84,0,2080,640,0
2002,"MX","C",3,517.2,54.8,0,3840,240,0
2002,"MX","C",5,328.32,31.52,0.32,2560,160,80
2002,"MX","C",7,299.92,347.28,0,2400,2720,0
2002,"MX","C",10,622.48,138.24,0,4640,1360,0
2002,"MX","C",14,140.48,51.12,0,1360,400,0
2002,"MX","E",1,174.16,81.68,0,1280,560,0
2002,"MX","E",4,36.8,84.72,1.6,320,480,80
2002,"MX","E",8,230,89.76,0,2320,1040,0
2002,"MX","E",11,289.04,29.76,0,2160,320,0
2002,"MX","E",13,58,133.68,0,480,800,0
2002,"SC","A",2,277.6,0,0,2080,0,0
2002,"SC","A",4,104.08,51.6,0,880,400,0
2002,"SC","A",8,12.16,561.76,0,80,3200,0
2002,"SC","A",12,102.4,401.44,0,560,2400,0
2002,"SC","A",15,341.84,0,0,1920,0,0
2002,"SC","C",3,339.44,0,0,2080,0,0
2002,"SC","C",5,506.24,61.76,0,3680,480,0
2002,"SC","C",7,0,323.2,0,0,1840,0
2002,"SC","C",11,342.72,119.76,0,2880,800,0
2002,"SC","C",13,1730.4,85.92,0,8000,480,0
2002,"SC","E",1,0,27.6,0,0,240,0
2002,"SC","E",6,60.4,40,0,240,240,0
2002,"SC","E",9,25.44,54,13.68,160,640,80
2002,"SC","E",10,141.76,44.24,0,800,400,0
2002,"SC","E",14,82.88,252.56,0,720,1680,0
2002,"SP","A",2,435.12,0,0,2800,0,0
2002,"SP","A",5,862.16,0,267.12,4880,0,80
2002,"SP","A",9,694.56,0,0,4800,0,0
2002,"SP","A",11,40.8,374.24,1.28,320,2240,160
2002,"SP","A",13,515.68,0,0,8000,0,0
2002,"SP","C",3,647.52,0,0,3360,0,0
2002,"SP","C",6,735.36,0,0,4000,0,0
2002,"SP","C",7,385.6,0,0,3680,0,0
2002,"SP","C",12,818.16,0,0,6320,0,0
2002,"SP","C",15,476.56,0,0,3280,0,0
2002,"SP","E",1,206.88,0,0.96,1440,0,80
2002,"SP","E",4,381.28,0,0,2480,0,0
2002,"SP","E",8,465.44,0,0,4880,0,0
2002,"SP","E",10,306,0,0,4000,0,0
2002,"SP","E",14,384,0,4.792,4160,0,160
2003,"MX","A",2,77.6,141.92,0,560,1280,0
2003,"MX","A",6,227.52,175.2,0,1280,1440,0
2003,"MX","A",9,103.6,259.44,0.48,1360,2240,80
2003,"MX","A",12,32.24,155.68,0,160,1680,0
2003,"MX","A",15,542.32,210.88,0,3840,1520,0
2003,"MX","C",3,616,71.04,0,2720,640,0
2003,"MX","C",5,611.6,2.64,0,5200,80,0
2003,"MX","C",7,198.4,273.92,0,1520,2320,0
2003,"MX","C",10,434.8,99.6,0,3120,800,0
2003,"MX","C",14,406.4,219.04,0,3280,1360,0
2003,"MX","E",1,100.72,73.44,0,1200,640,0
2003,"MX","E",4,43.2,175.84,0.16,400,1200,80
2003,"MX","E",8,450.48,189.92,0,3440,1520,0
2003,"MX","E",11,317.92,118.64,0,2480,1040,0
2003,"MX","E",13,92.56,110.72,0,960,960,0
2003,"SC","A",2,69.84,0,0,480,0,0
2003,"SC","A",4,174.08,95.12,0,1120,800,0
2003,"SC","A",8,99.6,192.72,0,720,1280,0
2003,"SC","A",12,13.44,349.92,0,240,2640,0
2003,"SC","A",15,1.68,411.76,0,80,4480,0
2003,"SC","C",3,486.08,0,0,2720,0,0
2003,"SC","C",5,854.64,0,0,4960,0,0
2003,"SC","C",7,767.28,0,0,6480,0,0
2003,"SC","C",11,649.68,108.8,0,4320,960,0
2003,"SC","C",13,0,220.08,174.16,0,1200,80
2003,"SC","E",1,0,79.04,0,0,640,0
2003,"SC","E",6,0,129.92,0,0,960,0
2003,"SC","E",9,63.52,12.64,0,400,160,0
2003,"SC","E",10,180.64,6.32,0,1120,80,0
2003,"SC","E",14,89.6,166.32,0,800,1440,0
2003,"SP","A",2,320.72,0,0,2560,0,0
2003,"SP","A",5,646.88,0,0,4960,0,0
2003,"SP","A",9,273.92,0,0,2720,0,0
2003,"SP","A",11,32.72,435.44,6.88,560,3440,880
2003,"SP","A",13,275.76,0,0,2880,0,0
2003,"SP","C",3,478.72,0,0,2720,0,0
2003,"SP","C",6,480.08,0,0.24,3440,0,80
2003,"SP","C",7,490.24,0,0,4240,0,0
2003,"SP","C",12,1074.72,0,0,8080,0,0
2003,"SP","C",15,1240.96,0,0,7600,0,0
2003,"SP","E",1,293.6,0,30.16,1840,0,400
2003,"SP","E",4,552.96,0,0,5280,0,0
2003,"SP","E",8,325.68,0,3.04,4240,0,160
2003,"SP","E",10,669.52,0,0,5120,0,0
2003,"SP","E",14,51.2,0,214.08,640,0,4160
2004,"MX","A",2,127.36,95.36,0,1680,1120,0
2004,"MX","A",6,324.16,99.44,0,2400,880,0
2004,"MX","A",9,82.24,138.16,0,880,1200,0
2004,"MX","A",12,30.96,139.92,0,320,1760,0
2004,"MX","A",15,368.32,48.96,0,2560,480,0
2004,"MX","C",3,682.08,30.16,1.2,4320,240,80
2004,"MX","C",5,680.08,97.36,0.8,4240,640,80
2004,"MX","C",7,54.56,175.52,176.4,240,1200,1520
2004,"MX","C",10,360.8,284.56,2.72,2720,2480,160
2004,"MX","C",14,310.4,140.96,0,2720,1040,0
2004,"MX","E",1,160.48,159.84,0.8,1840,1280,80
2004,"MX","E",4,84.64,165.12,0,400,1680,0
2004,"MX","E",8,220.88,84.4,0,1920,640,0
2004,"MX","E",11,149.36,29.6,0,1200,400,0
2004,"MX","E",13,99.84,128.56,0.48,800,640,80
2004,"SC","A",2,0,25.12,0,0,320,0
2004,"SC","A",4,47.28,150.4,0,320,880,0
2004,"SC","A",8,38.48,233.28,0,320,1520,0
2004,"SC","A",12,21.52,531.84,0,160,4560,0
2004,"SC","A",15,0,351.52,0,0,2960,0
2004,"SC","C",3,301.36,0,0,2480,0,0
2004,"SC","C",5,516.24,0,0,3040,0,0
2004,"SC","C",7,0,432.24,4.48,0,3280,160
2004,"SC","C",11,408.8,43.28,0,2800,320,0
2004,"SC","C",13,212,69.52,0,2160,960,0
2004,"SC","E",1,0,71.92,0,0,560,0
2004,"SC","E",6,10.72,50.08,0,240,400,0
2004,"SC","E",9,21.12,29.84,5.76,160,320,80
2004,"SC","E",10,96.32,14.08,0,800,160,0
2004,"SC","E",14,199.2,131.44,0,1600,1520,0
2004,"SP","A",2,452.16,31.52,14.64,3680,240,240
2004,"SP","A",5,788.72,0,0,5840,0,0
2004,"SP","A",9,478.72,0,0,4800,0,0
2004,"SP","A",11,112.72,47.52,0,1360,640,0
2004,"SP","A",13,442,0,0,4560,0,0
2004,"SP","C",3,624.08,0,0,4640,0,0
2004,"SP","C",6,714.88,0,0,4320,0,0
2004,"SP","C",7,474.24,0,0,4880,0,0
2004,"SP","C",12,438.96,0,0.48,3360,0,80
2004,"SP","C",15,626.88,0,0,5760,0,0
2004,"SP","E",1,240.4,73.52,10,1440,560,1120
2004,"SP","E",4,569.84,0,10.16,4400,0,160
2004,"SP","E",8,304.96,0,356.96,2960,0,1440
2004,"SP","E",10,561.04,0,0,3920,0,0
2004,"SP","E",14,68.32,0,247.76,1200,0,7280
2005,"MX","A",2,302.776,237.328,0,2800,1840,0
2005,"MX","A",6,234.456,161.952,0,2080,640,0
2005,"MX","A",9,66.448,260.936,2.808,640,2080,160
2005,"MX","A",12,22.992,290.632,0,240,2320,0
2005,"MX","A",15,363.328,63.584,0,2560,640,0
2005,"MX","C",3,807.216,224.632,32.4,5120,1600,240
2005,"MX","C",5,610.352,139.032,96.568,3360,1120,160
2005,"MX","C",7,419.824,180.432,2.264,2960,2000,160
2005,"MX","C",10,326.312,54.096,0,2640,1040,0
2005,"MX","C",14,162.28,122.096,0,1200,960,0
2005,"MX","E",1,125.184,84.88,0,560,1200,0
2005,"MX","E",4,22.672,79.736,0,160,560,0
2005,"MX","E",8,184.928,137.496,0,1680,1120,0
2005,"MX","E",11,121.424,9.936,0,1440,320,0
2005,"MX","E",13,123.24,74.88,0,560,720,0
2005,"SC","A",2,0,0,0,0,0,0
2005,"SC","A",4,1.536,79.24,0,160,640,0
2005,"SC","A",8,35.776,187.296,0,240,1920,0
2005,"SC","A",12,46.728,313.544,0,400,3200,0
2005,"SC","A",15,0,371,0,0,3440,0
2005,"SC","C",3,123.968,0,0,1040,0,0
2005,"SC","C",5,521.512,0,0,2880,0,0
2005,"SC","C",7,0,110.128,0,0,1120,0
2005,"SC","C",11,386.424,41.912,0,2560,640,0
2005,"SC","C",13,765.08,11.552,0,4960,400,0
2005,"SC","E",1,6.872,48.816,0,80,560,0
2005,"SC","E",6,0,13.632,0,0,80,0
2005,"SC","E",9,8.016,70.4,24.088,160,800,80
2005,"SC","E",10,199.648,0,0,1040,0,0
2005,"SC","E",14,107.736,124.44,0,560,1040,0
2005,"SP","A",2,516.584,0,0,2320,0,0
2005,"SP","A",5,1033.08,0,0,5120,0,0
2005,"SP","A",9,236.104,0,0,1440,0,0
2005,"SP","A",11,397.712,180.776,4.28,3680,1920,560
2005,"SP","A",13,575.056,0,0,5040,0,0
2005,"SP","C",3,887.688,0,4.832,4720,0,80
2005,"SP","C",6,946.2,0,39.752,4800,0,160
2005,"SP","C",7,450.912,0,0,3200,0,0
2005,"SP","C",12,640.576,0,0,4480,0,0
2005,"SP","C",15,652.112,0,11.728,5120,0,160
2005,"SP","E",1,85.264,0,1.616,320,0,80
2005,"SP","E",4,272.568,0,0,2720,0,0
2005,"SP","E",8,493.592,0,126.784,3440,0,400
2005,"SP","E",10,839.784,0,0,6000,0,0
2005,"SP","E",14,111.536,0,132.048,1920,0,2320
2006,"MX","A",2,132.16,117.36,0,1440,1280,0
2006,"MX","A",6,302.4,124.8,0,2640,880,0
2006,"MX","A",9,138.8,183.2,0,1200,1920,0
2006,"MX","A",12,31.76,160.72,0,400,1200,0
2006,"MX","A",15,429.44,102.64,0,3520,720,0
2006,"MX","C",3,827.2,45.76,0,5600,240,0
2006,"MX","C",5,408.08,86.16,1.04,3920,720,80
2006,"MX","C",7,214.08,199.84,14,2320,2000,1040
2006,"MX","C",10,556,111.2,0,5520,1040,0
2006,"MX","C",14,133.04,202.8,0.48,1200,1280,80
2006,"MX","E",1,72.4,25.68,0,560,160,0
2006,"MX","E",4,26.88,47.84,0,320,320,0
2006,"MX","E",8,261.52,95.68,0.56,2080,720,160
2006,"MX","E",11,180.4,100.72,0,1760,880,0
2006,"MX","E",13,0,142.96,0,0,800,0
2006,"SC","A",2,0,0,0,0,0,0
2006,"SC","A",4,173.2,57.92,0,1040,480,0
2006,"SC","A",8,88.72,129.36,0,640,1040,0
2006,"SC","A",12,217.12,156.96,0,2400,1440,0
2006,"SC","A",15,0,284.48,0,0,2240,0
2006,"SC","C",3,598.4,0,1.68,4400,0,80
2006,"SC","C",5,629.2,0,0,5520,0,0
2006,"SC","C",7,0,275.44,0,0,2080,0
2006,"SC","C",11,176.56,36.96,0,1760,560,0
2006,"SC","C",13,672.4,38.32,0,4480,480,0
2006,"SC","E",1,0,89.36,0,0,560,0
2006,"SC","E",6,0,167.44,0,0,1120,0
2006,"SC","E",9,116.32,121.44,115.36,1520,880,240
2006,"SC","E",10,112.88,17.76,157.76,800,320,160
2006,"SC","E",14,150.88,165.28,0,880,960,0
2006,"SP","A",2,385.76,0,0.8,5520,0,80
2006,"SP","A",5,337.52,0,0,2400,0,0
2006,"SP","A",9,463.6,0,0,3840,0,0
2006,"SP","A",11,210.4,142.4,27.12,2560,1120,160
2006,"SP","A",13,510.08,0,0,4160,0,0
2006,"SP","C",3,1469.84,0,0.56,9760,0,80
2006,"SP","C",6,673.36,0,132.24,4480,0,880
2006,"SP","C",7,631.92,0,0,5200,0,0
2006,"SP","C",12,800.16,0,0,5840,0,0
2006,"SP","C",15,787.12,0,17.84,5600,0,1360
2006,"SP","E",1,0.48,0,248.08,80,0,160
2006,"SP","E",4,254.72,0,0,2880,0,0
2006,"SP","E",8,199.52,0,122.24,2480,0,160
2006,"SP","E",10,302.88,0,0,2720,0,0
2006,"SP","E",14,67.52,0,74.72,1360,0,2160
2007,"MX","A",2,121.28,70.8,0,960,400,0
2007,"MX","A",6,329.84,92.8,0,2000,560,0
2007,"MX","A",9,68,214.8,17.12,720,2000,800
2007,"MX","A",12,15.12,159.6,0,160,1120,0
2007,"MX","A",15,417.6,76.8,0,2720,480,0
2007,"MX","C",3,384.64,116,8.32,2160,640,160
2007,"MX","C",5,346.8,119.52,11.28,2320,720,240
2007,"MX","C",7,150.08,131.44,1.84,1360,1520,400
2007,"MX","C",10,413.52,255.92,0,3600,2240,0
2007,"MX","C",14,442.24,35.2,7.28,3440,320,80
2007,"MX","E",1,168.24,88.24,19.92,1280,720,400
2007,"MX","E",4,73.6,35.2,0,400,240,0
2007,"MX","E",8,311.04,81.84,0,1680,800,0
2007,"MX","E",11,164.64,136.48,0.88,880,880,80
2007,"MX","E",13,23.44,262,0,160,1360,0
2007,"SC","A",2,14.8,42.32,28.88,80,240,240
2007,"SC","A",4,117.28,0,1.04,560,0,80
2007,"SC","A",8,8.56,136.32,0,80,1360,0
2007,"SC","A",12,285.2,225.12,0,3120,2400,0
2007,"SC","A",15,0,159.2,0,0,1600,0
2007,"SC","C",3,492.8,0,0,2720,0,0
2007,"SC","C",5,844.08,40.32,0,5200,160,0
2007,"SC","C",7,0,376.72,14.96,0,2400,240
2007,"SC","C",11,242.72,0,0,1360,0,0
2007,"SC","C",13,652.48,38.72,0,4640,240,0
2007,"SC","E",1,0,112.8,0,0,640,0
2007,"SC","E",6,0,25.76,0,0,240,0
2007,"SC","E",9,23.04,65.28,59.12,160,400,80
2007,"SC","E",10,35.2,33.6,140,160,160,480
2007,"SC","E",14,51.2,13.6,0,960,80,0
2007,"SP","A",2,426.08,0,2.48,3760,0,240
2007,"SP","A",5,596.96,0,0,3520,0,0
2007,"SP","A",9,315.84,0,0.16,2560,0,80
2007,"SP","A",11,326.56,147.04,203.04,2640,1200,240
2007,"SP","A",13,451.04,0,0,4720,0,0
2007,"SP","C",3,1173.12,0,7.68,5920,0,320
2007,"SP","C",6,622.32,0,0,3760,0,0
2007,"SP","C",7,774.48,0,0,6080,0,0
2007,"SP","C",12,757.76,0,0.64,5520,0,80
2007,"SP","C",15,512.96,0,4.96,3600,0,80
2007,"SP","E",1,52.64,0,249.2,480,0,480
2007,"SP","E",4,238.4,0,56.88,2000,0,880
2007,"SP","E",8,506.08,0,1.44,5920,0,160
2007,"SP","E",10,574.8,0,0,3360,0,0
2007,"SP","E",14,198.24,0,517.6,1440,0,960
2008,"MX","A",2,189.84,75.12,0,1200,640,0
2008,"MX","A",6,263.12,66.48,0,1600,320,0
2008,"MX","A",9,196.96,218,0,1680,2080,0
2008,"MX","A",12,0,379.76,4.72,0,3120,80
2008,"MX","A",15,298.8,15.04,0,1600,240,0
2008,"MX","C",3,713.76,140.72,0,5600,1040,0
2008,"MX","C",5,225.2,287.84,1.36,1760,2080,80
2008,"MX","C",7,118.48,179.44,0.32,1040,1600,80
2008,"MX","C",10,418.16,68.72,2.64,3760,800,80
2008,"MX","C",14,332.24,110.24,5.12,2800,640,80
2008,"MX","E",1,52.88,56.24,0,400,400,0
2008,"MX","E",4,73.52,137.6,0,400,960,0
2008,"MX","E",8,242.16,55.76,0,1600,400,0
2008,"MX","E",11,124.88,91.12,0,1280,880,0
2008,"MX","E",13,29.36,302.48,14.16,320,2240,160
2008,"SC","A",2,0,22.88,8.64,0,80,80
2008,"SC","A",4,46,110.8,0,320,640,0
2008,"SC","A",8,67.52,232.48,0,320,1200,0
2008,"SC","A",12,95.92,282.56,0,1120,2400,0
2008,"SC","A",15,0,313.76,0,0,2640,0
2008,"SC","C",3,475.92,0,0,3520,0,0
2008,"SC","C",5,669.76,21.52,0,5920,240,0
2008,"SC","C",7,43.12,292.72,8,320,1680,240
2008,"SC","C",11,570.08,14.64,0,3760,80,0
2008,"SC","C",13,313.92,25.92,0,1760,240,0
2008,"SC","E",1,28.56,179.28,0,160,880,0
2008,"SC","E",6,16.72,41.6,0,80,400,0
2008,"SC","E",9,0,27.68,22.08,0,240,80
2008,"SC","E",10,78.48,27.28,64.56,480,400,480
2008,"SC","E",14,215.12,68.64,0,1280,560,0
2008,"SP","A",2,798.8,0,0.16,4160,0,80
2008,"SP","A",5,461.6,0,2.8,2640,0,80
2008,"SP","A",9,366.8,0,0,3360,0,0
2008,"SP","A",11,287.92,152.88,0.56,2480,1520,80
2008,"SP","A",13,581.44,0,0,5040,0,0
2008,"SP","C",3,1077.36,0,2.4,5600,0,80
2008,"SP","C",6,511.2,0,42.16,3040,0,320
2008,"SP","C",7,407.84,0,0,4080,0,0
2008,"SP","C",12,390.8,0,0,3600,0,0
2008,"SP","C",15,396.64,0,113.28,2800,0,160
2008,"SP","E",1,4.16,0,0,80,0,0
2008,"SP","E",4,237.6,0,0.56,1280,0,80
2008,"SP","E",8,627.52,0,0,6480,0,0
2008,"SP","E",10,471.84,0,0,4560,0,0
2008,"SP","E",14,268.56,0,217.92,2320,0,960
2009,"MX","A",2,236.24,170.4,0,1760,880,0
2009,"MX","A",6,404.08,233.52,0,2480,1200,0
2009,"MX","A",9,176,105.92,0,1600,880,0
2009,"MX","A",12,45.52,384.32,0,320,2880,0
2009,"MX","A",15,70.08,252.48,0,240,1040,0
2009,"MX","C",3,378.72,220.48,6.64,2720,1520,160
2009,"MX","C",5,384.56,189.44,0,2400,1200,0
2009,"MX","C",7,240.64,209.28,0,2560,1280,0
2009,"MX","C",10,182.16,269.04,0,1360,1920,0
2009,"MX","C",14,281.6,226.24,0,2000,1280,0
2009,"MX","E",1,274.16,107.36,3.52,1520,800,320
2009,"MX","E",4,23.84,96.64,0,240,480,0
2009,"MX","E",8,426.88,89.04,0,2880,720,0
2009,"MX","E",11,132,245.92,0,960,1680,0
2009,"MX","E",13,0,163.36,1.52,0,560,80
2009,"SC","A",2,32,0,6.96,80,0,160
2009,"SC","A",4,32.4,146.48,0,160,800,0
2009,"SC","A",8,73.04,175.28,0,400,1200,0
2009,"SC","A",12,349.04,188.8,0,2640,2480,0
2009,"SC","A",15,0,526.96,0,0,3920,0
2009,"SC","C",3,623.6,0,0,3200,0,0
2009,"SC","C",5,703.6,30.08,0,5040,80,0
2009,"SC","C",7,4.72,327.2,3.2,80,1520,80
2009,"SC","C",11,264.48,25.12,0,1840,480,0
